D=3;
n=[2 2 2];
N=20;
d=[2 1 1 2 1 1 3 2 1 2 3 2 3 3 3 3 1 1 2 1];
m = [
  [1.00 0.07 0.29 0.44 0.14 0.80 0.10 0.91 0.62 0.69 0.24 0.57 0.18 0.33 0.99 0.89 0.64 0.35 0.43 0.07]
  [0.07 1.00 0.51 0.69 0.66 0.59 0.96 0.23 0.26 0.74 0.84 0.89 0.11 0.35 0.55 0.15 0.98 0.52 0.16 0.20]
  [0.29 0.51 1.00 0.66 0.86 0.20 0.01 0.96 0.15 0.61 0.27 0.42 0.29 0.88 0.64 0.95 0.70 0.90 0.00 0.31]
  [0.44 0.69 0.66 1.00 0.28 0.18 0.75 0.96 0.85 0.67 0.13 0.50 0.30 0.52 0.15 0.14 0.25 0.48 0.93 0.67]
  [0.14 0.66 0.86 0.28 1.00 0.70 0.71 0.24 0.23 0.57 0.13 0.89 0.31 0.76 0.15 0.57 0.93 0.47 0.36 0.87]
  [0.80 0.59 0.20 0.18 0.70 1.00 0.15 0.69 0.79 0.34 0.47 0.79 0.80 0.52 0.26 0.13 0.38 0.39 0.27 0.27]
  [0.10 0.96 0.01 0.75 0.71 0.15 1.00 0.58 0.32 0.22 0.87 0.94 0.86 0.61 0.92 0.92 0.84 0.85 0.67 0.93]
  [0.91 0.23 0.96 0.96 0.24 0.69 0.58 1.00 0.74 0.94 0.70 0.27 0.94 0.77 0.45 0.28 0.97 0.60 0.18 0.22]
  [0.62 0.26 0.15 0.85 0.23 0.79 0.32 0.74 1.00 0.58 0.90 0.38 0.73 0.91 0.76 0.68 0.97 0.09 0.20 0.19]
  [0.69 0.74 0.61 0.67 0.57 0.34 0.22 0.94 0.58 1.00 0.26 0.99 0.40 0.90 0.60 0.67 0.83 0.69 0.79 0.67]
  [0.24 0.84 0.27 0.13 0.13 0.47 0.87 0.70 0.90 0.26 1.00 1.00 0.08 0.10 0.29 0.47 0.25 0.74 0.32 0.30]
  [0.57 0.89 0.42 0.50 0.89 0.79 0.94 0.27 0.38 0.99 1.00 1.00 0.10 0.28 0.74 0.96 0.65 0.08 0.01 0.77]
  [0.18 0.11 0.29 0.30 0.31 0.80 0.86 0.94 0.73 0.40 0.08 0.10 1.00 0.61 0.16 0.99 0.33 0.13 0.06 0.32]
  [0.33 0.35 0.88 0.52 0.76 0.52 0.61 0.77 0.91 0.90 0.10 0.28 0.61 1.00 0.87 0.71 0.62 0.05 0.95 0.00]
  [0.99 0.55 0.64 0.15 0.15 0.26 0.92 0.45 0.76 0.60 0.29 0.74 0.16 0.87 1.00 0.35 0.27 0.54 0.49 0.90]
  [0.89 0.15 0.95 0.14 0.57 0.13 0.92 0.28 0.68 0.67 0.47 0.96 0.99 0.71 0.35 1.00 0.53 0.44 0.38 0.60]
  [0.64 0.98 0.70 0.25 0.93 0.38 0.84 0.97 0.97 0.83 0.25 0.65 0.33 0.62 0.27 0.53 1.00 0.07 0.58 0.98]
  [0.35 0.52 0.90 0.48 0.47 0.39 0.85 0.60 0.09 0.69 0.74 0.08 0.13 0.05 0.54 0.44 0.07 1.00 0.50 0.72]
  [0.43 0.16 0.00 0.93 0.36 0.27 0.67 0.18 0.20 0.79 0.32 0.01 0.06 0.95 0.49 0.38 0.58 0.50 1.00 0.69]
  [0.07 0.20 0.31 0.67 0.87 0.27 0.93 0.22 0.19 0.67 0.30 0.77 0.32 0.00 0.90 0.60 0.98 0.72 0.69 1.00]
];
