D=3;
n=[1 2 2];
N=25;
d=[2 2 2 1 2 1 2 2 3 1 2 2 2 3 1 1 2 3 3 3 3 2 3 1 3];
m = [
  [1.00 0.40 0.94 0.18 0.49 0.95 0.38 0.10 0.36 0.45 0.20 0.47 0.99 0.70 0.09 0.63 0.26 0.30 0.67 0.16 0.62 0.43 0.61 0.71 0.84]
  [0.40 1.00 0.00 0.10 0.20 0.47 1.00 0.26 0.61 0.36 0.50 0.55 0.36 0.82 0.91 0.28 0.58 0.86 0.80 0.51 0.26 0.76 0.39 0.99 0.73]
  [0.94 0.00 1.00 0.93 0.31 0.68 0.62 0.92 0.50 0.69 0.02 0.07 0.78 0.53 0.68 0.79 1.00 0.23 0.53 0.39 0.90 0.75 0.98 0.60 0.32]
  [0.18 0.10 0.93 1.00 0.62 0.75 0.61 0.93 0.14 0.45 0.50 0.52 0.51 0.45 0.89 0.11 0.86 0.79 0.65 0.68 0.30 0.62 0.61 0.42 0.17]
  [0.49 0.20 0.31 0.62 1.00 0.39 0.85 0.42 0.26 0.95 0.90 0.52 0.02 0.83 0.62 0.89 0.97 0.60 0.98 0.86 0.13 0.70 0.29 0.02 0.96]
  [0.95 0.47 0.68 0.75 0.39 1.00 0.06 0.28 0.40 0.03 0.76 0.53 0.45 0.88 0.56 0.19 0.91 0.19 0.44 0.29 0.86 0.21 0.89 0.98 0.49]
  [0.38 1.00 0.62 0.61 0.85 0.06 1.00 0.01 0.49 0.97 0.64 0.14 0.98 0.52 0.43 0.53 0.81 0.21 0.35 0.65 0.72 0.67 0.03 0.15 0.42]
  [0.10 0.26 0.92 0.93 0.42 0.28 0.01 1.00 0.46 0.19 0.72 0.02 0.70 0.90 0.23 0.27 0.68 1.00 0.07 0.70 0.49 0.70 0.49 0.81 0.17]
  [0.36 0.61 0.50 0.14 0.26 0.40 0.49 0.46 1.00 0.93 0.67 0.13 0.54 0.03 0.91 0.02 0.36 0.73 0.92 0.16 0.80 0.34 0.70 0.79 0.14]
  [0.45 0.36 0.69 0.45 0.95 0.03 0.97 0.19 0.93 1.00 0.11 0.70 0.20 0.96 0.04 0.26 0.47 0.72 0.63 0.43 0.50 0.81 0.25 0.43 0.80]
  [0.20 0.50 0.02 0.50 0.90 0.76 0.64 0.72 0.67 0.11 1.00 0.30 0.45 0.90 0.07 0.44 0.35 0.63 0.00 0.15 0.59 0.31 0.47 0.52 0.67]
  [0.47 0.55 0.07 0.52 0.52 0.53 0.14 0.02 0.13 0.70 0.30 1.00 0.83 0.48 0.46 0.83 0.66 0.50 0.84 0.44 0.22 0.81 0.33 0.42 0.32]
  [0.99 0.36 0.78 0.51 0.02 0.45 0.98 0.70 0.54 0.20 0.45 0.83 1.00 0.70 0.50 0.10 0.89 0.27 0.64 0.97 0.52 0.33 0.37 0.73 0.54]
  [0.70 0.82 0.53 0.45 0.83 0.88 0.52 0.90 0.03 0.96 0.90 0.48 0.70 1.00 0.32 0.58 0.39 0.45 0.74 0.30 0.11 0.85 0.80 0.54 0.12]
  [0.09 0.91 0.68 0.89 0.62 0.56 0.43 0.23 0.91 0.04 0.07 0.46 0.50 0.32 1.00 0.55 0.77 0.78 0.63 0.55 0.56 0.53 0.36 0.95 0.30]
  [0.63 0.28 0.79 0.11 0.89 0.19 0.53 0.27 0.02 0.26 0.44 0.83 0.10 0.58 0.55 1.00 0.21 0.26 0.65 0.53 0.38 0.62 0.46 0.33 0.88]
  [0.26 0.58 1.00 0.86 0.97 0.91 0.81 0.68 0.36 0.47 0.35 0.66 0.89 0.39 0.77 0.21 1.00 0.70 0.74 0.46 0.08 0.33 0.92 0.37 0.17]
  [0.30 0.86 0.23 0.79 0.60 0.19 0.21 1.00 0.73 0.72 0.63 0.50 0.27 0.45 0.78 0.26 0.70 1.00 0.77 0.33 0.22 0.95 0.56 0.80 0.45]
  [0.67 0.80 0.53 0.65 0.98 0.44 0.35 0.07 0.92 0.63 0.00 0.84 0.64 0.74 0.63 0.65 0.74 0.77 1.00 0.43 0.00 0.94 0.79 0.05 0.71]
  [0.16 0.51 0.39 0.68 0.86 0.29 0.65 0.70 0.16 0.43 0.15 0.44 0.97 0.30 0.55 0.53 0.46 0.33 0.43 1.00 0.14 0.71 0.53 0.53 0.99]
  [0.62 0.26 0.90 0.30 0.13 0.86 0.72 0.49 0.80 0.50 0.59 0.22 0.52 0.11 0.56 0.38 0.08 0.22 0.00 0.14 1.00 0.72 0.72 0.85 0.56]
  [0.43 0.76 0.75 0.62 0.70 0.21 0.67 0.70 0.34 0.81 0.31 0.81 0.33 0.85 0.53 0.62 0.33 0.95 0.94 0.71 0.72 1.00 0.78 0.97 0.33]
  [0.61 0.39 0.98 0.61 0.29 0.89 0.03 0.49 0.70 0.25 0.47 0.33 0.37 0.80 0.36 0.46 0.92 0.56 0.79 0.53 0.72 0.78 1.00 0.45 0.14]
  [0.71 0.99 0.60 0.42 0.02 0.98 0.15 0.81 0.79 0.43 0.52 0.42 0.73 0.54 0.95 0.33 0.37 0.80 0.05 0.53 0.85 0.97 0.45 1.00 0.51]
  [0.84 0.73 0.32 0.17 0.96 0.49 0.42 0.17 0.14 0.80 0.67 0.32 0.54 0.12 0.30 0.88 0.17 0.45 0.71 0.99 0.56 0.33 0.14 0.51 1.00]
];
