D=2;
n=[3 11];
N=30;
d=[1 2 2 2 2 1 1 2 1 2 2 1 2 2 2 1 2 2 1 1 2 2 2 2 2 1 2 1 2 1];
m = [
  [1.00 0.68 0.70 0.97 0.70 0.33 0.21 0.09 0.60 0.22 0.06 0.60 0.42 0.28 0.50 0.80 0.40 0.82 0.20 0.90 0.37 0.68 0.72 0.13 0.66 0.58 0.11 0.77 0.60 0.69]
  [0.68 1.00 0.25 0.69 0.47 0.45 0.74 0.20 0.44 0.67 0.95 0.66 0.24 0.92 0.92 0.99 0.04 0.27 0.26 0.25 0.03 0.02 0.26 0.26 0.92 0.99 0.74 0.44 0.72 0.80]
  [0.70 0.25 1.00 0.77 0.71 0.18 0.47 0.15 0.90 0.51 0.62 0.09 0.08 0.22 0.34 0.99 0.77 0.56 0.72 0.78 0.71 0.45 0.67 0.05 0.32 0.66 0.58 0.28 0.23 0.04]
  [0.97 0.69 0.77 1.00 0.88 0.64 0.01 0.77 0.87 0.50 0.38 0.80 0.70 0.83 0.55 0.44 0.83 0.20 0.78 0.17 0.60 0.14 0.75 0.28 0.16 0.96 0.04 0.31 0.84 0.77]
  [0.70 0.47 0.71 0.88 1.00 0.14 0.40 0.54 0.06 0.46 0.10 0.08 0.14 0.72 0.97 0.37 0.97 0.18 0.49 0.45 0.22 0.90 0.36 0.07 0.14 0.29 0.19 0.12 0.24 0.33]
  [0.33 0.45 0.18 0.64 0.14 1.00 0.75 0.08 0.97 0.29 0.79 0.71 0.87 0.95 0.90 0.05 0.14 0.19 0.87 0.09 0.62 0.66 0.13 0.35 0.52 0.02 0.75 0.11 0.18 0.83]
  [0.21 0.74 0.47 0.01 0.40 0.75 1.00 0.69 0.60 0.25 0.66 0.75 0.38 0.56 0.52 0.27 0.46 0.91 0.19 0.69 0.41 0.42 0.18 0.73 0.09 0.18 0.87 0.47 0.20 0.16]
  [0.09 0.20 0.15 0.77 0.54 0.08 0.69 1.00 0.75 0.38 0.35 0.01 0.53 0.08 0.67 0.93 0.05 0.56 0.87 0.08 0.87 0.60 0.88 0.03 0.43 0.31 0.75 0.36 0.42 0.64]
  [0.60 0.44 0.90 0.87 0.06 0.97 0.60 0.75 1.00 0.90 0.51 0.83 0.71 0.55 0.30 0.48 0.80 0.31 0.72 0.54 0.29 0.46 0.26 0.09 0.48 0.70 0.92 0.28 0.27 0.29]
  [0.22 0.67 0.51 0.50 0.46 0.29 0.25 0.38 0.90 1.00 0.96 0.20 0.29 0.74 0.73 0.83 0.42 0.48 0.04 0.23 0.80 0.69 0.55 0.85 0.05 0.22 0.66 0.00 0.85 0.40]
  [0.06 0.95 0.62 0.38 0.10 0.79 0.66 0.35 0.51 0.96 1.00 0.57 0.93 0.57 0.12 0.86 0.39 0.22 0.34 0.49 0.82 0.52 0.76 0.72 0.36 0.62 0.05 0.14 0.25 0.34]
  [0.60 0.66 0.09 0.80 0.08 0.71 0.75 0.01 0.83 0.20 0.57 1.00 0.13 0.89 0.38 0.29 0.14 0.21 0.54 0.04 0.53 0.41 0.66 0.99 0.03 0.44 0.57 0.27 0.77 0.25]
  [0.42 0.24 0.08 0.70 0.14 0.87 0.38 0.53 0.71 0.29 0.93 0.13 1.00 0.98 0.89 0.44 0.95 0.89 0.53 0.19 0.13 0.60 0.17 0.22 0.25 0.11 0.49 0.96 0.78 0.84]
  [0.28 0.92 0.22 0.83 0.72 0.95 0.56 0.08 0.55 0.74 0.57 0.89 0.98 1.00 0.92 0.45 0.04 0.19 0.81 0.54 0.83 0.72 0.95 0.40 0.65 0.58 0.95 0.60 0.03 0.54]
