D=2;
n=[6 3];
N=20;
d=[2 1 2 1 1 1 2 2 1 1 2 1 2 2 1 1 1 1 1 2];
m = [
  [1.00 0.74 0.19 1.00 0.58 0.17 0.68 0.91 0.96 0.77 0.65 0.35 0.77 0.54 0.64 0.72 0.24 0.29 0.77 0.55]
  [0.74 1.00 0.27 0.56 0.50 0.21 0.48 0.40 0.20 0.73 0.10 0.68 0.38 0.82 0.85 0.09 0.17 0.59 0.86 0.83]
  [0.19 0.27 1.00 0.88 0.41 0.98 0.22 0.91 0.12 0.13 0.47 0.59 0.78 0.16 0.57 0.01 0.10 0.09 0.13 0.45]
  [1.00 0.56 0.88 1.00 0.56 0.02 0.37 0.03 0.42 0.35 0.74 0.29 0.59 0.93 0.04 0.14 0.85 0.79 0.52 0.37]
  [0.58 0.50 0.41 0.56 1.00 0.52 0.23 0.12 0.99 0.05 0.87 0.15 0.51 0.29 0.45 0.90 0.47 0.11 0.85 0.32]
  [0.17 0.21 0.98 0.02 0.52 1.00 0.59 0.25 0.02 0.14 0.67 0.12 0.51 0.84 0.75 0.24 0.46 0.27 0.91 0.22]
  [0.68 0.48 0.22 0.37 0.23 0.59 1.00 0.58 0.74 0.78 0.96 0.73 0.76 0.58 0.36 0.96 0.22 0.62 0.49 0.86]
  [0.91 0.40 0.91 0.03 0.12 0.25 0.58 1.00 0.33 0.58 0.83 0.38 0.21 0.62 0.02 0.14 0.65 0.55 0.30 0.28]
  [0.96 0.20 0.12 0.42 0.99 0.02 0.74 0.33 1.00 0.40 0.29 0.64 0.58 0.40 0.03 0.31 0.75 0.43 0.14 0.82]
  [0.77 0.73 0.13 0.35 0.05 0.14 0.78 0.58 0.40 1.00 0.68 0.62 0.25 0.66 0.98 0.31 0.28 0.12 0.09 0.37]
  [0.65 0.10 0.47 0.74 0.87 0.67 0.96 0.83 0.29 0.68 1.00 0.59 0.20 0.84 0.48 0.94 0.98 0.20 0.88 0.58]
  [0.35 0.68 0.59 0.29 0.15 0.12 0.73 0.38 0.64 0.62 0.59 1.00 0.40 0.03 0.50 0.65 0.38 0.79 0.23 0.40]
  [0.77 0.38 0.78 0.59 0.51 0.51 0.76 0.21 0.58 0.25 0.20 0.40 1.00 0.63 0.98 0.14 0.20 0.18 0.95 0.68]
  [0.54 0.82 0.16 0.93 0.29 0.84 0.58 0.62 0.40 0.66 0.84 0.03 0.63 1.00 0.47 0.46 0.44 0.06 0.27 0.83]
  [0.64 0.85 0.57 0.04 0.45 0.75 0.36 0.02 0.03 0.98 0.48 0.50 0.98 0.47 1.00 0.26 0.04 0.89 0.48 0.13]
  [0.72 0.09 0.01 0.14 0.90 0.24 0.96 0.14 0.31 0.31 0.94 0.65 0.14 0.46 0.26 1.00 0.41 0.39 0.66 0.02]
  [0.24 0.17 0.10 0.85 0.47 0.46 0.22 0.65 0.75 0.28 0.98 0.38 0.20 0.44 0.04 0.41 1.00 0.27 0.77 0.57]
  [0.29 0.59 0.09 0.79 0.11 0.27 0.62 0.55 0.43 0.12 0.20 0.79 0.18 0.06 0.89 0.39 0.27 1.00 0.01 0.16]
  [0.77 0.86 0.13 0.52 0.85 0.91 0.49 0.30 0.14 0.09 0.88 0.23 0.95 0.27 0.48 0.66 0.77 0.01 1.00 0.72]
  [0.55 0.83 0.45 0.37 0.32 0.22 0.86 0.28 0.82 0.37 0.58 0.40 0.68 0.83 0.13 0.02 0.57 0.16 0.72 1.00]
];
