D=5;
n=[4 8 2 1 4];
N=40;
d=[5 4 2 1 5 3 1 2 2 1 5 3 2 5 5 2 2 2 4 1 4 2 2 3 4 4 5 2 2 1 4 1 3 3 2 1 2 2 5 2];
m = [
  [1.00 0.08 0.24 0.01 0.23 0.04 0.46 0.64 0.56 0.29 0.53 0.46 0.41 0.05 0.54 0.41 0.17 0.77 0.50 0.46 0.51 0.50 0.44 0.43 0.03 0.46 0.59 0.93 0.31 0.62 0.09 0.69 0.07 0.80 0.30 0.28 0.25 0.59 0.05 0.87]
  [0.08 1.00 0.36 0.89 0.55 0.06 0.88 0.15 0.82 0.94 0.48 0.68 0.48 0.76 0.16 0.79 0.61 0.88 0.32 0.07 0.65 0.47 0.65 0.20 0.74 0.63 0.94 0.58 0.25 0.89 0.30 0.01 0.55 0.75 0.60 0.16 0.36 0.69 0.46 0.51]
  [0.24 0.36 1.00 0.16 0.15 0.39 0.31 0.77 0.42 0.89 0.01 0.90 0.58 0.22 0.09 0.91 0.41 0.68 0.52 0.63 0.49 0.39 0.57 0.86 0.25 0.47 0.92 0.99 0.04 0.62 0.62 0.89 0.50 0.49 0.50 0.43 0.76 0.82 0.74 0.14]
  [0.01 0.89 0.16 1.00 0.03 0.75 0.18 0.43 0.34 0.40 0.63 0.65 0.10 0.50 0.96 0.40 0.16 0.57 0.77 0.12 0.10 0.74 0.37 0.00 0.29 0.35 0.30 0.52 0.34 0.59 0.33 0.58 0.17 0.28 0.99 0.33 1.00 0.93 0.07 0.89]
  [0.23 0.55 0.15 0.03 1.00 0.98 0.61 0.05 0.74 0.43 0.31 0.94 0.88 0.50 0.96 0.41 0.18 0.13 0.21 0.90 0.10 0.22 0.36 0.47 0.76 0.51 0.14 0.86 0.42 0.78 0.86 0.74 0.30 0.54 0.28 0.09 0.63 0.10 0.95 0.36]
  [0.04 0.06 0.39 0.75 0.98 1.00 0.54 0.94 0.87 0.33 0.01 0.11 0.96 0.41 0.02 0.98 1.00 0.73 0.92 0.57 0.10 0.47 0.67 0.28 0.04 0.96 0.37 0.60 0.74 0.80 0.11 0.49 0.31 0.54 0.57 0.56 0.46 0.33 0.62 0.82]
  [0.46 0.88 0.31 0.18 0.61 0.54 1.00 0.52 0.63 0.77 0.53 0.63 0.75 0.27 0.58 0.87 0.04 0.36 0.95 0.84 0.70 0.38 0.10 0.64 0.70 0.99 0.92 0.15 0.84 0.39 0.90 0.87 0.22 0.66 0.68 0.91 0.64 0.28 0.59 0.84]
  [0.64 0.15 0.77 0.43 0.05 0.94 0.52 1.00 0.82 0.13 0.24 0.98 0.21 1.00 0.65 0.44 0.82 0.71 0.46 0.73 0.02 0.77 0.80 0.14 0.22 0.32 0.70 0.24 0.37 0.52 0.50 0.90 0.13 0.26 0.43 0.82 0.96 0.23 0.44 0.27]
  [0.56 0.82 0.42 0.34 0.74 0.87 0.63 0.82 1.00 0.59 0.12 0.38 0.43 0.66 0.05 0.42 0.02 0.03 0.52 0.13 0.50 0.75 0.34 0.71 0.12 0.71 0.18 0.34 0.40 0.61 0.82 0.83 0.41 0.70 0.63 0.09 0.49 0.98 0.70 0.49]
  [0.29 0.94 0.89 0.40 0.43 0.33 0.77 0.13 0.59 1.00 0.44 0.86 0.48 0.19 0.33 0.94 0.29 0.28 0.51 0.38 0.70 0.76 0.68 0.93 0.76 0.51 0.62 0.99 0.84 0.40 0.55 0.57 0.54 0.10 0.07 0.78 0.21 0.73 0.43 0.56]
  [0.53 0.48 0.01 0.63 0.31 0.01 0.53 0.24 0.12 0.44 1.00 0.47 0.52 0.89 0.54 0.95 0.56 1.00 0.65 0.97 0.66 0.34 0.91 0.64 0.57 0.54 0.19 0.63 0.84 0.89 0.79 0.47 0.04 0.02 0.96 0.86 0.68 0.33 0.37 0.05]
  [0.46 0.68 0.90 0.65 0.94 0.11 0.63 0.98 0.38 0.86 0.47 1.00 0.44 0.22 0.38 0.84 0.03 0.69 0.32 0.72 0.58 0.87 0.31 0.81 0.19 0.15 0.72 0.94 0.82 0.14 0.37 0.60 0.42 0.41 0.84 0.10 0.32 0.88 0.28 0.98]
