D=6;
n=[3 4 4 1 1 1];
N=30;
d=[1 3 1 3 6 3 2 6 3 6 1 3 5 1 2 2 2 5 1 2 6 4 2 6 6 4 6 1 1 3];
m = [
  [1.00 0.19 0.26 0.01 0.04 0.55 0.22 0.89 0.90 0.72 0.59 0.57 0.84 0.69 0.42 0.18 0.08 0.09 0.29 0.57 0.84 0.41 0.79 0.75 0.08 0.00 0.94 0.98 0.49 0.33]
  [0.19 1.00 0.40 0.08 0.31 0.40 0.89 0.39 0.06 0.24 0.08 0.89 0.80 0.03 0.17 0.89 0.92 0.56 0.39 0.95 0.37 0.31 0.96 0.77 0.48 0.54 0.60 0.77 0.95 0.66]
  [0.26 0.40 1.00 0.88 0.68 0.09 0.49 0.42 0.76 0.53 0.10 0.98 0.86 0.32 0.47 0.99 1.00 0.03 0.52 0.85 0.94 0.57 0.78 0.67 0.57 0.36 0.75 0.50 0.88 0.70]
  [0.01 0.08 0.88 1.00 0.43 0.86 0.58 0.71 0.39 0.22 0.72 0.95 0.91 0.61 0.07 0.51 0.52 0.27 0.35 0.55 0.43 0.71 0.90 0.18 0.00 0.88 0.09 0.56 0.64 0.86]
  [0.04 0.31 0.68 0.43 1.00 0.06 0.65 0.46 0.55 0.75 0.12 0.46 0.17 0.47 0.15 0.20 0.11 0.38 0.37 0.69 0.97 0.11 0.96 0.23 0.40 0.49 0.76 0.57 0.18 0.93]
  [0.55 0.40 0.09 0.86 0.06 1.00 0.20 0.44 0.51 0.24 0.93 0.79 0.89 0.77 0.66 0.07 0.29 0.03 0.60 0.42 0.53 0.29 0.31 0.66 0.39 0.59 0.96 0.73 0.98 0.03]
  [0.22 0.89 0.49 0.58 0.65 0.20 1.00 0.06 0.27 0.95 0.55 0.95 0.80 0.94 0.91 0.86 0.43 0.63 0.84 0.64 0.43 0.44 0.89 0.01 0.13 0.66 0.03 0.23 0.38 0.05]
  [0.89 0.39 0.42 0.71 0.46 0.44 0.06 1.00 0.75 0.67 0.93 0.48 0.25 0.34 0.86 0.67 0.83 0.64 0.38 0.90 0.40 0.37 0.58 0.00 0.86 0.32 0.08 0.43 0.54 0.03]
  [0.90 0.06 0.76 0.39 0.55 0.51 0.27 0.75 1.00 0.90 0.81 0.89 0.26 0.93 0.55 0.98 0.45 0.70 0.00 0.18 0.69 0.31 0.77 0.07 0.27 0.35 0.86 0.57 0.64 1.00]
  [0.72 0.24 0.53 0.22 0.75 0.24 0.95 0.67 0.90 1.00 0.90 0.68 0.59 0.47 0.79 0.45 0.24 0.01 0.08 0.98 0.41 0.05 0.83 0.68 0.09 0.34 0.05 0.99 0.50 0.53]
  [0.59 0.08 0.10 0.72 0.12 0.93 0.55 0.93 0.81 0.90 1.00 0.15 0.77 0.72 0.57 0.69 0.69 0.48 0.41 0.94 0.79 0.45 0.75 0.96 0.02 0.11 0.75 0.73 0.77 0.12]
  [0.57 0.89 0.98 0.95 0.46 0.79 0.95 0.48 0.89 0.68 0.15 1.00 0.92 0.43 0.56 0.89 0.00 0.77 0.67 0.39 0.79 0.24 0.24 0.64 0.03 0.75 0.54 0.17 0.05 0.51]
  [0.84 0.80 0.86 0.91 0.17 0.89 0.80 0.25 0.26 0.59 0.77 0.92 1.00 0.77 0.80 0.60 0.99 0.25 0.32 0.13 0.21 0.22 0.88 0.77 0.44 0.61 0.91 0.54 0.46 0.63]
  [0.69 0.03 0.32 0.61 0.47 0.77 0.94 0.34 0.93 0.47 0.72 0.43 0.77 1.00 0.89 0.86 0.14 0.22 0.78 0.78 0.66 0.54 0.61 0.69 0.37 0.98 0.96 0.72 0.16 0.52]
  [0.42 0.17 0.47 0.07 0.15 0.66 0.91 0.86 0.55 0.79 0.57 0.56 0.80 0.89 1.00 0.40 0.99 0.79 0.83 0.64 0.18 1.00 0.61 0.03 0.62 0.21 0.73 0.05 0.74 0.65]
  [0.18 0.89 0.99 0.51 0.20 0.07 0.86 0.67 0.98 0.45 0.69 0.89 0.60 0.86 0.40 1.00 0.62 0.38 0.78 0.25 0.22 0.11 0.87 0.85 0.92 0.71 0.25 0.09 0.64 0.35]
  [0.08 0.92 1.00 0.52 0.11 0.29 0.43 0.83 0.45 0.24 0.69 0.00 0.99 0.14 0.99 0.62 1.00 0.49 0.60 0.48 0.72 0.49 0.92 0.36 0.18 0.13 0.29 0.21 0.71 0.97]
  [0.09 0.56 0.03 0.27 0.38 0.03 0.63 0.64 0.70 0.01 0.48 0.77 0.25 0.22 0.79 0.38 0.49 1.00 0.43 0.87 0.14 0.64 0.44 0.12 0.36 0.82 0.16 0.45 0.55 0.14]
  [0.29 0.39 0.52 0.35 0.37 0.60 0.84 0.38 0.00 0.08 0.41 0.67 0.32 0.78 0.83 0.78 0.60 0.43 1.00 0.26 0.08 0.37 0.36 0.21 0.70 0.51 0.61 0.71 0.25 0.19]
  [0.57 0.95 0.85 0.55 0.69 0.42 0.64 0.90 0.18 0.98 0.94 0.39 0.13 0.78 0.64 0.25 0.48 0.87 0.26 1.00 0.36 0.95 0.94 0.08 0.99 0.04 0.66 0.13 0.92 0.74]
  [0.84 0.37 0.94 0.43 0.97 0.53 0.43 0.40 0.69 0.41 0.79 0.79 0.21 0.66 0.18 0.22 0.72 0.14 0.08 0.36 1.00 0.51 0.05 0.36 0.73 0.99 0.65 1.00 0.78 0.51]
