D=5;
n=[4 3 1 2 2];
N=20;
d=[4 2 2 3 5 1 1 5 1 4 1 5 2 2 1 5 4 1 1 2];
m = [
  [1.00 0.39 0.85 0.27 0.92 0.61 0.59 0.90 0.26 0.51 0.68 0.41 0.56 0.43 0.05 0.66 0.60 0.89 0.71 0.85]
  [0.39 1.00 0.11 0.15 0.47 0.36 0.22 0.83 0.60 0.77 0.82 0.49 0.21 0.66 0.49 0.73 0.57 0.85 0.78 0.61]
  [0.85 0.11 1.00 0.96 0.67 0.96 0.49 0.25 0.98 0.61 0.41 0.58 0.48 0.97 0.11 0.90 0.47 0.51 0.59 0.29]
  [0.27 0.15 0.96 1.00 0.67 0.30 0.69 0.76 0.85 0.87 0.76 0.90 0.70 0.73 0.73 0.29 0.29 0.04 0.97 0.03]
  [0.92 0.47 0.67 0.67 1.00 0.58 0.80 0.38 0.85 0.39 0.98 0.23 0.92 0.93 0.35 0.81 0.03 0.79 0.50 0.99]
  [0.61 0.36 0.96 0.30 0.58 1.00 0.68 0.56 0.63 0.43 0.74 0.70 0.29 0.24 0.55 0.92 0.42 0.39 0.68 0.46]
  [0.59 0.22 0.49 0.69 0.80 0.68 1.00 0.56 0.14 0.76 0.49 0.87 1.00 0.09 0.93 0.31 0.67 0.43 0.78 0.46]
  [0.90 0.83 0.25 0.76 0.38 0.56 0.56 1.00 0.99 0.24 0.21 0.95 0.66 0.18 0.61 0.62 0.64 0.89 0.81 0.18]
  [0.26 0.60 0.98 0.85 0.85 0.63 0.14 0.99 1.00 0.09 0.07 0.82 0.59 0.89 0.69 0.07 0.42 0.46 0.55 0.58]
  [0.51 0.77 0.61 0.87 0.39 0.43 0.76 0.24 0.09 1.00 0.62 0.97 0.38 0.96 0.21 0.65 0.23 0.26 0.42 0.92]
  [0.68 0.82 0.41 0.76 0.98 0.74 0.49 0.21 0.07 0.62 1.00 0.12 0.45 0.33 0.80 0.41 0.78 0.02 0.93 0.68]
  [0.41 0.49 0.58 0.90 0.23 0.70 0.87 0.95 0.82 0.97 0.12 1.00 0.24 0.90 0.08 0.00 0.12 0.97 0.69 0.46]
  [0.56 0.21 0.48 0.70 0.92 0.29 1.00 0.66 0.59 0.38 0.45 0.24 1.00 0.32 0.56 0.78 0.96 0.49 0.99 0.59]
  [0.43 0.66 0.97 0.73 0.93 0.24 0.09 0.18 0.89 0.96 0.33 0.90 0.32 1.00 0.76 0.44 0.23 0.36 0.25 0.47]
  [0.05 0.49 0.11 0.73 0.35 0.55 0.93 0.61 0.69 0.21 0.80 0.08 0.56 0.76 1.00 0.52 0.27 0.60 0.30 0.54]
  [0.66 0.73 0.90 0.29 0.81 0.92 0.31 0.62 0.07 0.65 0.41 0.00 0.78 0.44 0.52 1.00 0.71 0.55 0.20 0.52]
  [0.60 0.57 0.47 0.29 0.03 0.42 0.67 0.64 0.42 0.23 0.78 0.12 0.96 0.23 0.27 0.71 1.00 0.39 0.82 0.69]
  [0.89 0.85 0.51 0.04 0.79 0.39 0.43 0.89 0.46 0.26 0.02 0.97 0.49 0.36 0.60 0.55 0.39 1.00 0.46 0.72]
  [0.71 0.78 0.59 0.97 0.50 0.68 0.78 0.81 0.55 0.42 0.93 0.69 0.99 0.25 0.30 0.20 0.82 0.46 1.00 0.92]
  [0.85 0.61 0.29 0.03 0.99 0.46 0.46 0.18 0.58 0.92 0.68 0.46 0.59 0.47 0.54 0.52 0.69 0.72 0.92 1.00]
];
