D=7;
n=[1 3 3 1 5 2 2];
N=40;
d=[2 3 7 6 1 1 6 5 3 7 2 6 2 1 5 5 3 2 5 4 2 5 1 7 7 5 3 1 3 2 5 7 4 2 3 4 5 3 1 3];
m = [
  [1.00 0.91 0.80 0.72 0.13 0.41 0.03 0.70 0.60 0.80 0.65 0.86 0.76 0.61 0.94 0.81 0.56 0.29 0.53 0.18 0.67 0.01 0.70 0.29 0.18 0.78 0.24 0.94 0.49 0.12 0.38 0.15 0.12 0.18 0.64 0.74 0.10 0.74 0.13 0.62]
  [0.91 1.00 0.71 0.85 0.21 0.01 0.73 0.34 0.22 0.04 0.58 0.00 0.21 0.67 0.37 0.47 0.27 0.22 0.42 0.10 0.04 0.54 0.16 0.85 0.82 0.47 0.26 0.90 0.62 0.05 0.35 0.74 0.37 0.08 0.57 0.77 0.04 0.89 0.24 0.99]
  [0.80 0.71 1.00 0.30 0.60 0.46 0.78 0.90 0.41 0.14 0.99 0.11 0.70 0.46 0.42 0.33 0.69 0.05 0.87 0.68 0.53 0.55 0.03 0.74 0.31 0.17 0.92 0.78 0.76 0.63 0.51 0.10 0.66 0.95 0.11 0.67 0.44 0.48 0.52 0.95]
  [0.72 0.85 0.30 1.00 0.41 0.99 0.77 0.10 0.90 0.14 0.05 0.30 0.85 0.99 0.84 0.35 0.64 0.58 0.18 0.24 0.53 0.78 0.78 0.37 0.50 0.13 0.88 0.10 0.97 0.92 0.03 0.77 0.38 0.05 0.16 0.15 0.52 0.50 0.08 0.37]
  [0.13 0.21 0.60 0.41 1.00 0.56 0.35 0.36 0.55 0.16 0.28 0.18 0.32 0.65 0.76 0.81 0.56 0.06 0.71 0.77 0.15 0.27 0.59 0.74 0.74 0.89 0.09 0.40 0.91 0.61 0.80 0.09 0.94 0.50 0.13 0.94 0.25 0.91 0.99 0.13]
  [0.41 0.01 0.46 0.99 0.56 1.00 0.74 0.34 0.38 0.56 0.12 0.85 0.88 0.93 0.76 0.36 0.71 0.55 0.35 0.28 0.76 0.18 0.77 0.76 0.68 0.11 0.50 0.33 0.60 0.54 0.46 0.78 0.49 0.49 0.93 0.66 0.45 0.50 0.14 0.02]
  [0.03 0.73 0.78 0.77 0.35 0.74 1.00 0.61 0.90 0.97 0.40 0.41 0.53 0.19 0.88 0.11 0.24 0.10 0.14 0.54 0.37 0.23 0.91 0.16 0.78 0.93 0.16 0.43 0.79 0.41 0.43 0.44 0.39 0.25 0.39 0.60 0.82 1.00 0.44 0.02]
  [0.70 0.34 0.90 0.10 0.36 0.34 0.61 1.00 0.18 0.95 0.18 0.96 0.01 0.60 0.20 0.51 0.10 0.60 0.95 0.85 0.40 0.87 0.33 0.31 0.45 0.39 0.95 0.54 0.24 0.09 0.16 0.30 0.94 0.63 0.33 0.47 0.76 0.09 0.75 0.07]
