D=3;
n=[6 10 2];
N=40;
d=[1 1 2 2 3 1 1 2 3 1 1 2 3 1 3 2 1 1 1 2 1 2 2 1 2 1 1 2 2 1 2 1 1 2 3 2 3 2 1 3];
m = [
  [1.00 0.10 0.54 0.06 0.48 0.29 0.55 0.24 0.12 0.55 0.26 0.33 0.10 0.97 0.36 0.86 0.15 0.93 0.99 0.79 0.55 0.28 0.57 0.28 0.50 0.23 0.36 0.08 0.76 0.44 0.59 0.26 0.82 0.57 0.73 0.62 0.84 0.99 0.70 0.73]
  [0.10 1.00 0.53 0.21 0.59 0.02 0.48 0.25 0.98 0.26 0.23 0.44 0.33 0.71 0.18 0.53 0.43 0.17 0.79 0.98 0.12 0.08 0.16 0.64 0.81 0.16 0.60 0.83 0.07 1.00 0.96 0.02 0.65 0.40 0.14 0.72 0.21 0.67 0.34 0.60]
  [0.54 0.53 1.00 0.27 0.55 0.57 0.37 0.47 0.04 0.01 0.24 0.24 0.13 0.21 0.37 0.07 0.51 0.97 0.65 0.65 0.17 0.94 0.86 0.76 0.77 0.04 0.27 1.00 0.82 0.78 0.92 0.65 0.46 0.15 0.48 0.74 0.82 0.66 0.05 0.92]
  [0.06 0.21 0.27 1.00 0.14 0.33 0.89 0.60 0.32 0.88 0.06 0.39 0.37 0.66 0.01 0.51 0.70 0.36 0.26 0.47 0.49 0.32 0.61 0.30 0.76 0.88 0.01 0.32 0.03 0.47 0.93 0.30 0.81 0.55 0.37 0.51 0.66 0.95 1.00 0.68]
  [0.48 0.59 0.55 0.14 1.00 0.13 0.46 0.06 0.26 0.54 0.70 0.42 0.41 0.13 0.53 0.92 0.47 0.02 0.68 0.33 0.09 0.62 0.95 0.69 0.54 0.84 0.95 0.58 0.94 0.26 0.94 0.34 0.90 0.88 0.87 0.30 0.81 0.52 0.66 0.98]
  [0.29 0.02 0.57 0.33 0.13 1.00 0.51 0.51 0.13 0.76 0.93 0.91 0.47 0.83 0.09 0.73 0.01 0.04 0.13 0.24 0.76 0.91 0.58 0.57 0.48 0.24 0.75 0.89 0.72 0.45 0.18 0.26 0.89 0.02 0.68 0.95 0.15 0.80 0.71 0.52]
  [0.55 0.48 0.37 0.89 0.46 0.51 1.00 0.25 0.37 0.93 0.38 0.77 0.58 0.84 0.57 0.98 0.15 0.65 0.51 0.52 0.98 0.83 0.26 0.98 0.27 0.39 0.09 0.51 0.57 0.81 0.93 0.79 0.66 0.95 0.14 0.00 0.06 0.50 0.17 0.29]
  [0.24 0.25 0.47 0.60 0.06 0.51 0.25 1.00 0.02 0.20 0.27 0.58 0.35 0.82 0.21 0.35 0.60 0.11 0.74 0.70 0.83 0.84 0.79 0.70 0.53 0.55 0.83 0.43 0.79 0.53 0.06 0.41 0.75 0.83 0.06 0.34 0.76 0.01 0.39 0.49]
  [0.12 0.98 0.04 0.32 0.26 0.13 0.37 0.02 1.00 0.61 0.89 0.31 0.30 0.92 0.85 0.59 0.04 0.94 0.36 0.23 0.52 0.84 0.17 0.12 0.26 0.30 0.14 0.82 0.89 0.81 0.81 0.91 0.44 0.18 0.09 0.41 0.09 0.09 0.84 0.37]
  [0.55 0.26 0.01 0.88 0.54 0.76 0.93 0.20 0.61 1.00 0.12 0.96 0.62 0.11 0.80 0.81 0.35 0.48 0.46 0.89 0.17 0.67 0.04 0.34 0.87 0.46 0.50 0.08 0.02 0.32 0.63 0.03 0.80 0.15 0.33 0.43 0.93 0.40 0.70 0.17]
  [0.26 0.23 0.24 0.06 0.70 0.93 0.38 0.27 0.89 0.12 1.00 0.91 0.63 0.33 0.20 0.90 0.79 0.95 0.89 0.24 0.60 0.99 0.16 0.15 0.23 0.66 0.31 0.69 0.10 0.30 0.54 0.28 0.35 0.11 0.11 0.45 0.25 0.94 0.58 0.76]
  [0.33 0.44 0.24 0.39 0.42 0.91 0.77 0.58 0.31 0.96 0.91 1.00 0.28 0.24 0.17 0.74 0.76 0.70 0.02 0.42 0.91 0.55 0.31 0.37 0.93 0.68 0.13 0.98 0.77 0.90 0.68 0.62 0.89 0.95 0.41 0.62 0.25 0.79 0.85 0.77]
  [0.10 0.33 0.13 0.37 0.41 0.47 0.58 0.35 0.30 0.62 0.63 0.28 1.00 0.15 0.55 0.00 0.16 0.00 0.47 0.57 0.44 0.89 0.99 0.18 0.59 0.92 0.91 0.35 0.66 0.79 0.93 0.19 0.07 0.22 0.68 0.41 0.95 0.80 0.81 0.66]
  [0.97 0.71 0.21 0.66 0.13 0.83 0.84 0.82 0.92 0.11 0.33 0.24 0.15 1.00 0.90 0.34 0.54 0.34 0.43 0.66 0.54 0.06 0.16 0.89 0.34 0.40 0.31 0.60 0.52 0.33 0.02 0.29 0.75 0.16 0.48 0.49 0.03 0.09 0.13 0.52]
  [0.36 0.18 0.37 0.01 0.53 0.09 0.57 0.21 0.85 0.80 0.20 0.17 0.55 0.90 1.00 0.94 0.45 0.04 0.69 0.28 0.26 0.56 0.42 0.15 0.11 0.42 0.07 0.94 0.29 0.92 0.84 0.70 0.37 0.25 0.21 0.71 0.51 0.37 0.50 0.11]
  [0.86 0.53 0.07 0.51 0.92 0.73 0.98 0.35 0.59 0.81 0.90 0.74 0.00 0.34 0.94 1.00 0.75 0.67 0.75 0.53 0.10 0.83 0.93 0.28 0.94 0.57 0.40 0.09 0.71 0.59 0.41 0.34 0.11 0.11 0.36 0.94 0.97 0.37 0.68 0.95]
