D=2;
n=[4 1];
N=25;
d=[1 1 2 1 1 2 1 1 2 2 2 1 2 1 1 1 1 1 2 2 2 1 1 2 1];
m = [
  [1.00 0.19 0.08 0.66 0.99 0.43 0.94 0.31 0.48 0.35 0.74 1.00 0.14 0.24 0.24 0.28 0.69 0.86 0.23 0.58 0.91 0.34 0.87 0.72 0.47]
  [0.19 1.00 0.08 0.75 0.98 0.64 0.13 0.93 0.16 0.12 0.76 0.64 0.56 0.84 0.31 0.43 0.22 0.59 0.64 0.74 0.52 0.27 0.49 0.40 0.17]
  [0.08 0.08 1.00 0.48 0.82 0.39 0.18 0.01 0.17 0.86 0.27 0.21 0.23 0.36 0.85 0.72 0.75 0.48 0.28 0.77 0.93 0.39 0.08 0.16 0.54]
  [0.66 0.75 0.48 1.00 0.90 0.32 0.75 0.09 0.45 0.32 0.89 0.97 0.99 0.09 0.40 0.94 0.46 0.09 0.13 0.07 0.31 0.01 0.56 0.02 0.79]
  [0.99 0.98 0.82 0.90 1.00 0.09 0.60 0.39 0.03 0.51 0.78 0.32 0.21 0.63 0.85 0.66 0.76 0.48 0.14 0.72 0.92 0.86 0.39 0.74 0.37]
  [0.43 0.64 0.39 0.32 0.09 1.00 0.92 0.10 0.66 0.91 0.43 0.09 0.52 0.92 0.72 0.04 0.13 0.54 0.51 0.94 0.43 0.01 0.78 0.90 0.40]
  [0.94 0.13 0.18 0.75 0.60 0.92 1.00 0.29 0.71 0.57 0.04 0.14 0.95 0.98 0.76 0.37 0.73 0.88 0.56 0.81 0.17 0.71 0.94 0.36 0.24]
  [0.31 0.93 0.01 0.09 0.39 0.10 0.29 1.00 0.19 0.00 0.17 0.64 0.93 0.53 0.42 0.73 0.32 0.55 0.96 0.32 0.45 0.51 0.99 0.68 0.55]
  [0.48 0.16 0.17 0.45 0.03 0.66 0.71 0.19 1.00 0.52 0.67 0.53 0.38 0.54 0.29 0.50 0.63 0.85 0.29 0.58 0.59 0.25 0.82 0.21 0.26]
  [0.35 0.12 0.86 0.32 0.51 0.91 0.57 0.00 0.52 1.00 0.88 0.92 0.37 0.01 0.69 0.71 0.84 0.20 0.49 0.87 0.80 0.85 0.05 0.14 0.05]
  [0.74 0.76 0.27 0.89 0.78 0.43 0.04 0.17 0.67 0.88 1.00 0.29 0.84 0.35 0.42 0.34 0.83 0.19 0.07 0.10 0.28 0.09 0.07 0.15 0.99]
  [1.00 0.64 0.21 0.97 0.32 0.09 0.14 0.64 0.53 0.92 0.29 1.00 0.81 0.38 0.39 0.27 0.13 0.58 0.73 0.61 0.77 0.87 0.69 0.28 0.86]
  [0.14 0.56 0.23 0.99 0.21 0.52 0.95 0.93 0.38 0.37 0.84 0.81 1.00 0.10 0.06 0.55 0.74 0.48 0.82 0.45 0.02 0.00 0.18 0.48 0.75]
  [0.24 0.84 0.36 0.09 0.63 0.92 0.98 0.53 0.54 0.01 0.35 0.38 0.10 1.00 0.47 0.49 0.84 0.42 0.84 0.50 0.67 0.34 0.91 0.06 0.42]
  [0.24 0.31 0.85 0.40 0.85 0.72 0.76 0.42 0.29 0.69 0.42 0.39 0.06 0.47 1.00 0.34 0.63 0.51 0.65 0.60 0.80 0.90 0.11 0.64 0.11]
  [0.28 0.43 0.72 0.94 0.66 0.04 0.37 0.73 0.50 0.71 0.34 0.27 0.55 0.49 0.34 1.00 0.57 0.44 0.12 0.64 0.93 0.32 0.90 0.55 0.58]
  [0.69 0.22 0.75 0.46 0.76 0.13 0.73 0.32 0.63 0.84 0.83 0.13 0.74 0.84 0.63 0.57 1.00 0.06 0.16 0.85 0.51 0.87 0.27 0.54 0.93]
  [0.86 0.59 0.48 0.09 0.48 0.54 0.88 0.55 0.85 0.20 0.19 0.58 0.48 0.42 0.51 0.44 0.06 1.00 0.80 0.37 0.63 0.79 0.85 0.14 0.92]
  [0.23 0.64 0.28 0.13 0.14 0.51 0.56 0.96 0.29 0.49 0.07 0.73 0.82 0.84 0.65 0.12 0.16 0.80 1.00 0.93 0.27 0.66 0.65 0.21 0.34]
  [0.58 0.74 0.77 0.07 0.72 0.94 0.81 0.32 0.58 0.87 0.10 0.61 0.45 0.50 0.60 0.64 0.85 0.37 0.93 1.00 0.91 0.72 0.03 0.28 0.40]
  [0.91 0.52 0.93 0.31 0.92 0.43 0.17 0.45 0.59 0.80 0.28 0.77 0.02 0.67 0.80 0.93 0.51 0.63 0.27 0.91 1.00 0.10 0.74 0.93 0.88]
  [0.34 0.27 0.39 0.01 0.86 0.01 0.71 0.51 0.25 0.85 0.09 0.87 0.00 0.34 0.90 0.32 0.87 0.79 0.66 0.72 0.10 1.00 0.92 0.54 0.17]
  [0.87 0.49 0.08 0.56 0.39 0.78 0.94 0.99 0.82 0.05 0.07 0.69 0.18 0.91 0.11 0.90 0.27 0.85 0.65 0.03 0.74 0.92 1.00 0.07 0.04]
  [0.72 0.40 0.16 0.02 0.74 0.90 0.36 0.68 0.21 0.14 0.15 0.28 0.48 0.06 0.64 0.55 0.54 0.14 0.21 0.28 0.93 0.54 0.07 1.00 0.66]
  [0.47 0.17 0.54 0.79 0.37 0.40 0.24 0.55 0.26 0.05 0.99 0.86 0.75 0.42 0.11 0.58 0.93 0.92 0.34 0.40 0.88 0.17 0.04 0.66 1.00]
];
