D=2;
n=[5 8];
N=25;
d=[2 2 2 1 2 2 2 2 2 1 2 2 2 1 1 2 2 1 1 2 2 1 1 2 2];
m = [
  [1.00 0.21 0.28 0.31 0.40 0.50 0.71 0.91 0.62 0.61 0.49 0.07 0.47 0.63 0.94 0.14 0.01 0.57 0.15 0.44 0.41 0.35 0.71 0.14 0.32]
  [0.21 1.00 0.45 0.03 0.76 0.26 0.90 0.09 0.51 0.61 0.62 0.70 0.73 0.56 0.01 0.96 0.50 0.86 0.46 0.66 0.70 0.10 0.42 0.64 0.26]
  [0.28 0.45 1.00 0.61 0.92 0.42 0.60 0.46 0.80 0.18 0.97 0.86 0.55 0.94 0.07 0.26 0.94 0.35 0.92 0.19 0.85 0.27 0.87 0.43 0.24]
  [0.31 0.03 0.61 1.00 0.50 0.27 0.60 0.83 0.78 0.21 0.31 0.64 0.61 0.65 0.96 0.40 0.78 0.64 0.36 0.84 0.49 0.11 0.20 0.30 0.94]
  [0.40 0.76 0.92 0.50 1.00 0.41 0.35 0.22 0.76 0.69 0.75 0.52 0.41 0.08 0.92 0.59 0.94 0.15 0.86 0.28 0.40 0.74 0.96 0.85 0.69]
  [0.50 0.26 0.42 0.27 0.41 1.00 0.38 0.92 0.89 0.06 0.92 0.99 0.80 0.71 0.05 0.51 0.06 0.44 0.19 0.94 0.83 0.10 0.74 0.79 0.71]
  [0.71 0.90 0.60 0.60 0.35 0.38 1.00 0.70 0.54 0.24 0.74 0.30 0.75 0.43 0.59 0.06 0.19 0.02 0.18 0.82 0.20 0.75 0.36 0.80 0.40]
  [0.91 0.09 0.46 0.83 0.22 0.92 0.70 1.00 0.74 0.80 0.35 0.82 0.22 0.50 0.12 0.53 0.39 0.76 0.31 0.53 0.67 0.41 0.24 0.45 0.34]
  [0.62 0.51 0.80 0.78 0.76 0.89 0.54 0.74 1.00 0.73 0.09 0.87 0.26 0.53 0.28 0.51 0.37 0.88 0.83 0.27 0.76 0.33 0.57 0.82 0.10]
  [0.61 0.61 0.18 0.21 0.69 0.06 0.24 0.80 0.73 1.00 0.92 0.30 0.40 0.59 0.72 0.91 0.25 0.86 0.42 0.91 0.57 0.11 0.44 0.46 0.23]
  [0.49 0.62 0.97 0.31 0.75 0.92 0.74 0.35 0.09 0.92 1.00 0.12 0.19 0.51 0.78 0.93 0.80 0.50 0.95 0.48 0.10 0.20 0.94 0.56 0.33]
  [0.07 0.70 0.86 0.64 0.52 0.99 0.30 0.82 0.87 0.30 0.12 1.00 0.90 0.15 0.22 0.44 0.61 0.63 0.85 0.01 0.18 0.41 0.18 0.84 0.94]
  [0.47 0.73 0.55 0.61 0.41 0.80 0.75 0.22 0.26 0.40 0.19 0.90 1.00 1.00 0.90 0.41 0.05 0.95 0.02 0.98 0.33 0.93 0.26 0.76 0.47]
  [0.63 0.56 0.94 0.65 0.08 0.71 0.43 0.50 0.53 0.59 0.51 0.15 1.00 1.00 0.73 0.78 0.76 0.67 0.00 0.34 0.76 0.78 0.92 0.50 0.08]
  [0.94 0.01 0.07 0.96 0.92 0.05 0.59 0.12 0.28 0.72 0.78 0.22 0.90 0.73 1.00 0.17 0.66 0.58 0.38 0.20 0.36 0.61 0.20 0.74 0.77]
  [0.14 0.96 0.26 0.40 0.59 0.51 0.06 0.53 0.51 0.91 0.93 0.44 0.41 0.78 0.17 1.00 0.29 0.11 0.74 0.89 0.48 0.22 0.40 0.39 0.59]
  [0.01 0.50 0.94 0.78 0.94 0.06 0.19 0.39 0.37 0.25 0.80 0.61 0.05 0.76 0.66 0.29 1.00 0.99 0.49 0.02 0.70 0.08 0.04 0.34 0.16]
  [0.57 0.86 0.35 0.64 0.15 0.44 0.02 0.76 0.88 0.86 0.50 0.63 0.95 0.67 0.58 0.11 0.99 1.00 0.68 0.25 0.45 0.66 0.91 0.61 0.57]
  [0.15 0.46 0.92 0.36 0.86 0.19 0.18 0.31 0.83 0.42 0.95 0.85 0.02 0.00 0.38 0.74 0.49 0.68 1.00 0.95 0.79 0.47 0.73 0.44 0.07]
  [0.44 0.66 0.19 0.84 0.28 0.94 0.82 0.53 0.27 0.91 0.48 0.01 0.98 0.34 0.20 0.89 0.02 0.25 0.95 1.00 0.05 0.40 0.99 1.00 0.45]
  [0.41 0.70 0.85 0.49 0.40 0.83 0.20 0.67 0.76 0.57 0.10 0.18 0.33 0.76 0.36 0.48 0.70 0.45 0.79 0.05 1.00 0.86 0.01 0.87 0.79]
  [0.35 0.10 0.27 0.11 0.74 0.10 0.75 0.41 0.33 0.11 0.20 0.41 0.93 0.78 0.61 0.22 0.08 0.66 0.47 0.40 0.86 1.00 0.55 0.58 0.92]
  [0.71 0.42 0.87 0.20 0.96 0.74 0.36 0.24 0.57 0.44 0.94 0.18 0.26 0.92 0.20 0.40 0.04 0.91 0.73 0.99 0.01 0.55 1.00 0.79 0.99]
  [0.14 0.64 0.43 0.30 0.85 0.79 0.80 0.45 0.82 0.46 0.56 0.84 0.76 0.50 0.74 0.39 0.34 0.61 0.44 1.00 0.87 0.58 0.79 1.00 0.58]
  [0.32 0.26 0.24 0.94 0.69 0.71 0.40 0.34 0.10 0.23 0.33 0.94 0.47 0.08 0.77 0.59 0.16 0.57 0.07 0.45 0.79 0.92 0.99 0.58 1.00]
];
