D=3;
n=[8 2 12];
N=40;
d=[2 3 2 1 2 2 2 1 1 1 3 3 1 3 3 1 1 3 2 3 1 3 3 3 1 3 3 3 3 2 3 1 3 1 3 1 3 1 1 3];
m = [
  [1.00 0.68 0.37 0.93 0.02 0.98 0.95 0.57 0.34 0.27 0.30 0.37 0.98 0.10 0.73 0.35 0.46 0.75 0.14 0.62 0.96 0.64 0.00 0.10 0.29 0.11 0.46 0.54 0.34 0.79 0.06 0.49 0.68 0.87 0.63 0.07 0.98 0.30 0.71 0.36]
  [0.68 1.00 0.76 0.64 0.08 0.88 0.90 0.42 0.37 0.77 0.25 0.05 0.36 0.74 0.59 0.66 0.75 0.73 0.83 0.46 0.55 0.03 0.42 0.70 0.00 0.43 0.40 0.29 0.12 0.02 0.08 0.13 0.63 0.30 0.73 0.14 0.65 0.79 0.97 0.84]
  [0.37 0.76 1.00 0.92 0.35 0.36 0.55 0.34 0.99 0.57 0.56 0.21 0.11 0.73 0.32 0.89 0.41 0.89 0.35 0.31 0.51 1.00 0.49 0.77 0.44 0.94 0.96 0.60 0.85 0.26 0.41 0.24 0.63 0.81 0.62 0.31 0.78 1.00 0.95 1.00]
  [0.93 0.64 0.92 1.00 0.02 0.04 0.01 0.84 0.48 0.74 0.40 0.15 0.76 0.71 1.00 0.02 0.52 0.88 0.76 0.72 0.99 0.30 0.58 0.38 0.60 0.30 0.98 0.51 0.32 0.36 0.91 0.63 0.53 0.82 0.78 0.51 0.54 0.07 0.54 0.08]
  [0.02 0.08 0.35 0.02 1.00 0.16 0.34 0.57 0.06 0.97 0.09 0.63 0.72 0.53 0.31 0.32 0.64 0.84 0.73 0.22 0.72 0.28 1.00 0.05 0.49 0.89 0.70 0.08 0.17 0.14 0.85 0.36 0.25 0.12 0.97 0.05 0.82 0.93 0.52 0.41]
  [0.98 0.88 0.36 0.04 0.16 1.00 0.66 0.24 0.88 0.94 0.24 0.80 0.76 0.64 0.42 0.87 0.13 0.33 0.28 1.00 0.65 0.61 0.36 0.42 0.81 0.22 0.91 0.03 0.87 0.86 0.99 0.79 0.98 0.06 1.00 0.14 0.88 0.94 0.14 0.40]
  [0.95 0.90 0.55 0.01 0.34 0.66 1.00 0.95 0.98 0.73 0.89 0.72 0.88 0.69 0.79 0.52 0.60 0.14 0.47 0.91 0.42 0.70 0.38 0.67 0.82 0.45 0.29 0.14 0.50 0.41 0.44 0.85 0.53 0.40 0.86 0.17 0.98 0.82 0.34 0.44]
  [0.57 0.42 0.34 0.84 0.57 0.24 0.95 1.00 0.96 0.52 0.32 0.20 0.20 0.30 0.42 1.00 0.28 0.06 0.66 0.66 0.96 0.44 0.84 0.10 0.86 0.99 0.49 0.27 0.97 0.30 0.20 0.20 0.02 0.71 0.32 0.79 0.45 0.26 0.22 0.79]
  [0.34 0.37 0.99 0.48 0.06 0.88 0.98 0.96 1.00 0.66 0.57 0.85 0.81 0.49 0.30 0.59 0.80 0.57 0.37 0.13 0.79 0.04 0.99 0.42 0.19 0.54 0.09 0.63 0.22 0.26 0.63 0.82 0.93 0.76 0.19 0.38 0.64 1.00 0.62 0.12]
  [0.27 0.77 0.57 0.74 0.97 0.94 0.73 0.52 0.66 1.00 0.70 0.04 0.73 0.33 0.26 0.80 0.00 0.02 0.17 0.86 0.47 0.98 0.72 0.17 0.08 0.83 0.88 0.49 0.24 0.35 0.14 0.46 0.08 0.08 0.59 0.32 0.62 0.53 0.78 0.93]
  [0.30 0.25 0.56 0.40 0.09 0.24 0.89 0.32 0.57 0.70 1.00 0.34 0.61 0.97 0.29 0.07 0.34 0.27 0.77 0.33 0.39 0.91 0.48 0.75 0.31 0.96 0.01 0.51 0.83 0.30 0.86 0.52 0.52 0.97 1.00 0.67 0.13 0.92 0.26 0.45]
  [0.37 0.05 0.21 0.15 0.63 0.80 0.72 0.20 0.85 0.04 0.34 1.00 0.73 0.36 0.34 0.84 0.48 0.64 0.15 0.22 0.11 0.67 0.82 0.12 0.32 0.88 0.36 0.24 0.26 0.81 0.61 0.43 0.85 0.62 0.31 0.46 0.52 0.88 0.76 0.68]
  [0.98 0.36 0.11 0.76 0.72 0.76 0.88 0.20 0.81 0.73 0.61 0.73 1.00 0.87 0.23 0.50 0.58 0.49 0.87 0.19 0.54 0.04 0.21 0.88 0.87 0.99 0.96 0.76 0.38 0.07 0.27 0.92 0.05 0.74 0.03 0.80 0.34 0.32 0.50 0.52]
  [0.10 0.74 0.73 0.71 0.53 0.64 0.69 0.30 0.49 0.33 0.97 0.36 0.87 1.00 0.43 0.32 0.19 0.86 0.57 0.81 0.97 0.28 0.17 0.50 0.14 0.04 0.74 0.90 0.78 0.25 0.92 0.47 0.19 0.78 0.92 0.64 0.59 0.08 0.61 0.23]
  [0.73 0.59 0.32 1.00 0.31 0.42 0.79 0.42 0.30 0.26 0.29 0.34 0.23 0.43 1.00 0.96 0.28 0.78 0.78 0.69 0.83 0.78 0.55 0.08 0.51 0.10 0.56 0.16 0.88 0.86 0.79 0.51 0.88 0.33 0.84 0.39 0.87 0.27 0.43 0.08]
  [0.35 0.66 0.89 0.02 0.32 0.87 0.52 1.00 0.59 0.80 0.07 0.84 0.50 0.32 0.96 1.00 0.17 0.05 0.06 0.76 0.58 0.35 0.05 0.18 0.73 0.65 0.68 0.59 0.14 0.81 0.03 0.72 0.35 0.90 0.96 0.80 0.24 0.26 0.60 0.51]
  [0.46 0.75 0.41 0.52 0.64 0.13 0.60 0.28 0.80 0.00 0.34 0.48 0.58 0.19 0.28 0.17 1.00 0.52 0.01 0.12 0.50 0.27 0.20 0.83 0.81 0.76 0.52 0.12 0.88 0.13 0.50 0.17 0.28 0.75 0.24 0.35 0.31 0.97 0.52 0.83]
  [0.75 0.73 0.89 0.88 0.84 0.33 0.14 0.06 0.57 0.02 0.27 0.64 0.49 0.86 0.78 0.05 0.52 1.00 0.85 0.75 0.94 0.09 0.79 0.09 0.11 0.95 0.21 0.12 0.66 0.53 0.73 0.87 0.77 0.61 0.77 0.18 0.57 0.89 0.99 0.53]
  [0.14 0.83 0.35 0.76 0.73 0.28 0.47 0.66 0.37 0.17 0.77 0.15 0.87 0.57 0.78 0.06 0.01 0.85 1.00 0.46 0.53 0.68 0.53 0.01 0.52 0.50 0.56 0.33 0.74 0.10 0.99 0.45 0.61 0.44 0.67 0.26 0.87 0.28 0.45 0.89]
  [0.62 0.46 0.31 0.72 0.22 1.00 0.91 0.66 0.13 0.86 0.33 0.22 0.19 0.81 0.69 0.76 0.12 0.75 0.46 1.00 0.97 0.67 0.20 0.30 0.37 0.60 0.34 0.61 0.24 0.39 0.48 0.44 0.68 0.69 0.15 0.43 0.09 0.78 0.95 0.34]
  [0.96 0.55 0.51 0.99 0.72 0.65 0.42 0.96 0.79 0.47 0.39 0.11 0.54 0.97 0.83 0.58 0.50 0.94 0.53 0.97 1.00 0.23 0.42 0.61 0.82 0.64 0.64 0.57 0.64 0.71 0.75 0.14 0.01 0.47 0.42 0.10 0.57 0.67 0.88 0.09]
  [0.64 0.03 1.00 0.30 0.28 0.61 0.70 0.44 0.04 0.98 0.91 0.67 0.04 0.28 0.78 0.35 0.27 0.09 0.68 0.67 0.23 1.00 0.77 0.31 0.29 0.25 0.82 0.74 0.63 0.60 0.42 0.23 0.03 0.87 0.14 0.51 0.78 0.70 0.69 0.47]
  [0.00 0.42 0.49 0.58 1.00 0.36 0.38 0.84 0.99 0.72 0.48 0.82 0.21 0.17 0.55 0.05 0.20 0.79 0.53 0.20 0.42 0.77 1.00 0.61 0.83 0.72 0.11 0.72 0.14 0.63 0.23 0.13 0.27 0.54 0.11 0.08 0.41 0.88 0.87 0.08]
  [0.10 0.70 0.77 0.38 0.05 0.42 0.67 0.10 0.42 0.17 0.75 0.12 0.88 0.50 0.08 0.18 0.83 0.09 0.01 0.30 0.61 0.31 0.61 1.00 0.98 0.73 0.96 0.96 0.26 0.31 0.78 0.91 0.15 0.44 0.06 0.91 1.00 0.01 0.68 0.48]
  [0.29 0.00 0.44 0.60 0.49 0.81 0.82 0.86 0.19 0.08 0.31 0.32 0.87 0.14 0.51 0.73 0.81 0.11 0.52 0.37 0.82 0.29 0.83 0.98 1.00 0.02 0.64 0.53 0.18 0.31 0.41 0.88 0.45 0.09 0.30 0.21 0.46 0.54 0.05 0.12]
  [0.11 0.43 0.94 0.30 0.89 0.22 0.45 0.99 0.54 0.83 0.96 0.88 0.99 0.04 0.10 0.65 0.76 0.95 0.50 0.60 0.64 0.25 0.72 0.73 0.02 1.00 0.10 0.79 0.75 0.06 0.43 0.76 1.00 0.29 0.96 0.01 0.07 0.44 0.99 0.57]
  [0.46 0.40 0.96 0.98 0.70 0.91 0.29 0.49 0.09 0.88 0.01 0.36 0.96 0.74 0.56 0.68 0.52 0.21 0.56 0.34 0.64 0.82 0.11 0.96 0.64 0.10 1.00 0.46 0.49 0.06 0.18 0.71 0.48 0.64 0.30 0.23 0.42 0.21 0.88 0.33]
  [0.54 0.29 0.60 0.51 0.08 0.03 0.14 0.27 0.63 0.49 0.51 0.24 0.76 0.90 0.16 0.59 0.12 0.12 0.33 0.61 0.57 0.74 0.72 0.96 0.53 0.79 0.46 1.00 0.81 0.68 0.95 0.13 0.50 0.40 0.72 0.77 0.79 0.70 0.54 0.39]
  [0.34 0.12 0.85 0.32 0.17 0.87 0.50 0.97 0.22 0.24 0.83 0.26 0.38 0.78 0.88 0.14 0.88 0.66 0.74 0.24 0.64 0.63 0.14 0.26 0.18 0.75 0.49 0.81 1.00 0.56 0.99 0.43 0.89 0.60 0.68 0.96 0.80 0.68 0.32 0.52]
  [0.79 0.02 0.26 0.36 0.14 0.86 0.41 0.30 0.26 0.35 0.30 0.81 0.07 0.25 0.86 0.81 0.13 0.53 0.10 0.39 0.71 0.60 0.63 0.31 0.31 0.06 0.06 0.68 0.56 1.00 0.25 0.84 0.63 0.16 0.78 0.42 0.90 0.13 0.03 0.41]
  [0.06 0.08 0.41 0.91 0.85 0.99 0.44 0.20 0.63 0.14 0.86 0.61 0.27 0.92 0.79 0.03 0.50 0.73 0.99 0.48 0.75 0.42 0.23 0.78 0.41 0.43 0.18 0.95 0.99 0.25 1.00 0.42 0.55 0.69 0.88 0.59 0.97 0.45 0.54 0.96]
  [0.49 0.13 0.24 0.63 0.36 0.79 0.85 0.20 0.82 0.46 0.52 0.43 0.92 0.47 0.51 0.72 0.17 0.87 0.45 0.44 0.14 0.23 0.13 0.91 0.88 0.76 0.71 0.13 0.43 0.84 0.42 1.00 0.25 0.54 0.71 0.83 0.59 0.14 0.57 0.74]
  [0.68 0.63 0.63 0.53 0.25 0.98 0.53 0.02 0.93 0.08 0.52 0.85 0.05 0.19 0.88 0.35 0.28 0.77 0.61 0.68 0.01 0.03 0.27 0.15 0.45 1.00 0.48 0.50 0.89 0.63 0.55 0.25 1.00 0.87 0.76 0.12 0.95 0.59 0.25 0.21]
  [0.87 0.30 0.81 0.82 0.12 0.06 0.40 0.71 0.76 0.08 0.97 0.62 0.74 0.78 0.33 0.90 0.75 0.61 0.44 0.69 0.47 0.87 0.54 0.44 0.09 0.29 0.64 0.40 0.60 0.16 0.69 0.54 0.87 1.00 0.49 0.71 0.69 0.02 0.65 0.89]
  [0.63 0.73 0.62 0.78 0.97 1.00 0.86 0.32 0.19 0.59 1.00 0.31 0.03 0.92 0.84 0.96 0.24 0.77 0.67 0.15 0.42 0.14 0.11 0.06 0.30 0.96 0.30 0.72 0.68 0.78 0.88 0.71 0.76 0.49 1.00 0.77 0.39 0.28 0.86 0.70]
  [0.07 0.14 0.31 0.51 0.05 0.14 0.17 0.79 0.38 0.32 0.67 0.46 0.80 0.64 0.39 0.80 0.35 0.18 0.26 0.43 0.10 0.51 0.08 0.91 0.21 0.01 0.23 0.77 0.96 0.42 0.59 0.83 0.12 0.71 0.77 1.00 0.64 0.74 0.39 0.37]
