D=9;
n=[1 2 5 3 2 4 2 3 2];
N=50;
d=[9 5 6 9 2 9 6 4 4 2 8 3 5 9 6 1 8 4 1 5 2 3 8 7 7 6 8 9 7 3 1 5 1 6 9 4 3 6 2 3 9 9 2 8 4 2 8 6 5 7];
m = [
  [1.00 0.31 0.06 0.12 0.86 0.62 0.49 0.94 0.71 0.98 0.69 0.65 0.47 0.11 0.54 0.12 0.08 0.31 0.29 0.93 0.58 0.33 0.09 0.70 0.44 0.78 0.70 0.35 0.29 0.18 0.78 0.46 0.54 0.84 0.43 0.44 0.82 0.40 0.21 0.15 0.83 0.89 0.89 0.13 0.65 0.72 0.97 0.13 0.18 0.21]
  [0.31 1.00 0.07 0.46 0.70 0.80 0.85 0.56 0.27 0.45 0.41 0.05 0.33 0.35 0.49 0.68 0.90 0.62 0.14 0.80 0.01 0.21 0.55 0.23 0.87 0.40 0.01 0.77 0.66 0.70 0.99 0.37 0.74 0.57 0.53 0.95 0.83 0.77 0.53 0.48 0.33 0.54 0.43 0.69 0.48 0.93 0.11 0.73 0.65 0.21]
  [0.06 0.07 1.00 0.36 0.79 0.18 0.54 0.70 0.71 0.87 0.38 0.66 0.84 0.51 0.94 1.00 0.91 0.90 0.28 0.95 0.65 0.75 0.84 0.69 0.06 0.20 0.84 0.25 0.41 0.96 0.81 0.14 0.23 0.42 0.06 0.36 0.81 0.93 0.58 0.77 0.46 0.05 0.62 0.14 0.55 0.02 0.20 0.39 0.43 0.03]
  [0.12 0.46 0.36 1.00 0.59 0.09 0.25 0.25 0.22 0.18 0.27 0.30 0.40 0.32 0.15 0.75 0.97 0.04 0.57 0.71 0.13 0.69 0.09 0.68 0.35 0.80 0.48 0.74 0.20 0.99 0.07 0.16 0.95 0.80 0.20 0.27 0.78 0.82 0.76 0.42 0.17 0.09 0.53 0.82 0.93 0.08 0.78 0.54 0.85 0.39]
  [0.86 0.70 0.79 0.59 1.00 0.73 0.92 0.54 0.27 0.37 0.97 0.64 0.86 0.61 0.92 0.56 0.89 0.96 0.90 0.31 0.09 0.02 0.63 0.85 0.21 0.94 0.11 0.04 1.00 0.37 0.80 0.99 0.84 0.48 0.21 0.69 0.11 0.61 0.77 0.99 0.29 0.27 0.03 0.64 0.57 0.86 0.30 0.53 0.45 0.52]
  [0.62 0.80 0.18 0.09 0.73 1.00 0.98 0.04 0.66 0.25 0.32 0.43 0.33 0.57 0.89 0.01 0.67 0.04 0.61 0.49 0.79 0.28 0.81 0.47 0.78 0.11 0.40 0.64 0.77 0.82 0.73 0.35 0.23 0.60 0.61 0.60 0.64 0.45 0.15 0.39 0.28 0.99 1.00 0.65 0.19 0.44 0.61 0.27 0.50 0.89]
  [0.49 0.85 0.54 0.25 0.92 0.98 1.00 0.39 0.28 0.68 0.38 0.87 0.73 0.36 0.24 0.27 0.99 0.66 0.46 0.76 0.29 0.85 0.70 0.34 0.25 0.00 0.12 0.43 0.92 0.14 0.71 0.56 0.50 0.50 0.26 0.64 0.46 0.72 0.71 0.34 0.17 0.62 0.75 0.78 0.34 0.02 0.77 0.43 0.62 0.37]
  [0.94 0.56 0.70 0.25 0.54 0.04 0.39 1.00 0.01 0.92 0.58 0.61 0.50 0.12 0.42 0.99 0.36 0.33 0.82 0.39 0.00 0.75 0.78 0.58 0.82 0.95 0.44 0.61 0.03 0.41 0.65 0.68 0.56 0.90 0.89 0.61 0.52 0.89 0.27 0.78 0.88 0.39 0.42 0.18 0.57 0.02 0.13 0.95 0.00 0.38]
  [0.71 0.27 0.71 0.22 0.27 0.66 0.28 0.01 1.00 0.73 0.25 0.53 0.92 0.71 0.16 0.91 0.60 0.98 0.04 0.22 0.90 0.64 0.15 0.95 0.34 0.73 0.87 0.85 0.19 0.88 0.91 0.96 0.36 0.82 0.75 0.62 0.20 0.20 0.36 0.14 0.35 0.66 0.29 0.81 0.29 0.86 0.15 0.28 0.85 0.96]
