D=2;
n=[5 2];
N=40;
d=[1 1 1 1 1 2 1 1 1 1 1 2 1 2 2 1 2 2 1 1 1 1 2 2 1 2 1 1 1 2 2 2 1 2 2 2 2 2 1 1];
m = [
  [1.00 0.09 0.63 0.51 0.69 0.71 0.64 0.43 0.69 0.30 0.94 0.86 0.93 0.38 0.39 0.96 0.77 0.89 0.66 0.83 0.93 0.70 0.44 0.62 0.15 0.76 0.03 0.86 0.93 0.71 0.42 0.26 0.53 0.75 0.70 0.74 0.22 0.29 0.96 0.07]
  [0.09 1.00 0.51 0.81 0.21 0.36 0.43 0.16 0.27 0.62 0.26 0.45 0.02 0.92 0.87 0.15 0.70 0.56 0.53 0.22 0.95 0.85 0.04 0.07 0.32 0.57 0.24 0.56 0.53 0.32 0.69 0.00 0.49 0.23 0.64 0.05 0.45 0.77 0.28 0.82]
  [0.63 0.51 1.00 0.14 0.70 0.39 0.63 0.68 0.94 0.17 0.42 0.06 0.09 0.50 0.46 0.34 0.68 0.48 0.52 0.45 0.14 0.73 0.64 0.82 0.02 0.28 0.32 0.20 0.16 0.62 0.95 0.59 0.98 0.83 0.35 0.94 0.61 0.64 0.48 0.15]
  [0.51 0.81 0.14 1.00 0.28 0.96 0.23 0.66 0.18 0.76 0.25 0.83 0.51 0.16 0.09 0.73 0.51 0.47 0.30 0.76 0.03 0.43 0.82 0.57 0.95 0.79 0.48 0.87 0.49 0.20 0.39 0.37 0.21 0.66 0.08 0.42 0.06 0.23 0.71 0.01]
  [0.69 0.21 0.70 0.28 1.00 0.39 0.24 0.72 0.91 0.98 0.39 0.79 0.43 0.95 0.81 0.62 0.74 0.95 0.67 0.80 0.99 0.09 0.62 0.78 0.50 0.27 0.35 0.02 0.04 0.34 0.43 0.16 0.91 0.87 0.87 0.82 0.82 0.19 0.21 0.63]
  [0.71 0.36 0.39 0.96 0.39 1.00 0.47 0.11 0.38 0.76 0.97 0.52 0.96 0.03 0.44 0.82 0.99 0.76 0.31 0.16 0.59 0.23 0.27 0.50 0.74 0.33 0.13 0.71 0.05 0.14 0.01 0.23 0.49 0.96 0.01 0.21 0.85 0.50 0.29 0.46]
  [0.64 0.43 0.63 0.23 0.24 0.47 1.00 0.33 0.99 0.06 0.61 0.08 0.57 0.55 0.37 0.82 0.58 0.40 0.51 0.68 0.48 0.48 0.33 0.57 0.97 0.55 0.16 0.44 0.91 0.90 0.14 0.68 0.97 0.25 0.80 0.57 0.52 0.85 0.38 0.85]
  [0.43 0.16 0.68 0.66 0.72 0.11 0.33 1.00 0.95 0.06 0.88 0.89 0.59 0.08 0.15 0.52 0.98 0.87 0.51 0.31 0.93 0.85 0.33 0.60 0.08 0.90 0.25 0.95 0.11 0.99 0.33 0.55 0.46 0.09 0.67 0.74 0.65 0.31 0.40 0.60]
