D=4;
n=[2 4 1 5];
N=30;
d=[4 2 4 3 4 2 4 4 2 2 4 2 4 4 3 1 4 4 4 1 3 3 2 4 1 2 1 1 1 3];
m = [
  [1.00 0.67 0.74 0.14 0.35 0.75 0.10 0.42 0.09 0.39 0.52 0.82 0.12 0.81 0.51 0.03 0.97 0.20 0.34 0.64 0.98 0.17 0.73 0.53 0.56 0.98 0.22 0.57 1.00 0.66]
  [0.67 1.00 0.27 0.83 0.83 0.98 0.13 0.48 0.95 0.63 0.39 0.69 0.37 0.24 0.02 0.98 0.22 0.23 0.24 0.83 0.21 0.06 0.05 0.30 0.02 0.49 0.74 0.94 0.97 0.02]
  [0.74 0.27 1.00 0.42 0.09 0.96 0.92 0.37 0.02 0.51 0.20 0.69 0.62 0.40 0.36 0.73 0.94 0.89 0.70 0.69 0.19 0.56 0.47 0.31 0.72 0.48 0.08 0.90 0.33 0.24]
  [0.14 0.83 0.42 1.00 0.21 0.37 0.45 0.14 0.74 0.78 0.74 0.90 0.83 0.01 0.97 0.58 0.28 0.07 0.74 0.20 0.05 0.96 0.94 0.12 0.14 0.88 0.45 0.57 0.60 0.59]
  [0.35 0.83 0.09 0.21 1.00 0.17 0.21 0.25 0.78 0.14 0.08 0.57 0.45 0.26 0.54 0.76 0.87 0.08 0.29 0.96 0.19 0.48 0.22 0.41 0.52 0.26 0.21 0.05 0.35 0.87]
  [0.75 0.98 0.96 0.37 0.17 1.00 0.57 0.16 0.17 0.09 0.78 0.72 0.59 0.68 0.08 0.24 0.73 0.67 0.64 0.42 0.13 0.89 0.75 0.90 0.20 0.06 0.38 0.09 0.41 0.63]
  [0.10 0.13 0.92 0.45 0.21 0.57 1.00 0.58 0.76 0.52 0.03 0.32 0.06 0.37 0.12 0.54 0.48 0.88 0.75 1.00 0.37 0.42 0.53 0.43 0.35 0.21 0.36 0.65 0.81 0.93]
  [0.42 0.48 0.37 0.14 0.25 0.16 0.58 1.00 0.51 0.91 0.51 0.78 0.38 0.88 0.38 0.88 0.77 0.88 0.96 0.33 0.18 0.63 0.53 0.10 0.59 0.57 0.26 0.15 0.04 0.31]
  [0.09 0.95 0.02 0.74 0.78 0.17 0.76 0.51 1.00 0.75 0.32 0.86 0.96 0.62 0.28 0.87 0.41 0.72 0.73 0.12 0.89 0.72 0.56 0.90 0.20 0.10 0.64 0.17 0.54 0.74]
  [0.39 0.63 0.51 0.78 0.14 0.09 0.52 0.91 0.75 1.00 0.90 0.44 0.66 0.32 0.65 0.91 1.00 0.91 0.79 0.25 0.09 0.43 0.71 0.64 0.60 0.92 0.07 0.53 0.46 0.98]
  [0.52 0.39 0.20 0.74 0.08 0.78 0.03 0.51 0.32 0.90 1.00 0.06 0.99 0.51 0.11 0.60 0.88 0.35 0.71 1.00 0.25 0.17 0.06 0.55 0.24 0.33 0.80 0.60 0.12 0.20]
  [0.82 0.69 0.69 0.90 0.57 0.72 0.32 0.78 0.86 0.44 0.06 1.00 0.69 0.67 0.44 0.52 0.26 0.38 0.91 0.33 0.98 0.07 0.51 0.99 0.69 0.97 0.93 0.83 0.36 0.11]
  [0.12 0.37 0.62 0.83 0.45 0.59 0.06 0.38 0.96 0.66 0.99 0.69 1.00 0.37 0.76 0.48 0.09 0.99 0.06 0.93 0.77 0.05 0.25 0.72 0.13 0.60 0.61 0.00 0.52 0.77]
  [0.81 0.24 0.40 0.01 0.26 0.68 0.37 0.88 0.62 0.32 0.51 0.67 0.37 1.00 0.00 0.82 0.36 0.78 0.35 0.53 0.06 0.67 0.95 0.71 0.70 0.09 0.24 0.15 0.12 0.08]
  [0.51 0.02 0.36 0.97 0.54 0.08 0.12 0.38 0.28 0.65 0.11 0.44 0.76 0.00 1.00 0.35 0.17 0.02 0.64 0.28 0.26 0.82 0.05 0.56 0.17 0.47 0.76 0.23 0.08 0.22]
  [0.03 0.98 0.73 0.58 0.76 0.24 0.54 0.88 0.87 0.91 0.60 0.52 0.48 0.82 0.35 1.00 0.17 0.83 0.29 0.67 0.49 0.88 0.75 0.94 0.58 0.32 0.81 0.82 0.81 0.05]
