D=5;
n=[1 2 3 5 3];
N=25;
d=[2 5 5 1 1 4 1 3 2 2 5 2 4 4 4 4 2 3 1 5 3 3 4 4 3];
m = [
  [1.00 0.99 0.93 0.99 0.58 0.18 0.51 0.23 0.07 0.83 0.96 0.60 0.66 0.03 0.24 0.69 0.61 0.32 0.89 0.44 0.29 0.68 0.02 0.72 0.24]
  [0.99 1.00 0.51 0.40 0.35 0.36 0.84 0.75 0.31 0.70 0.63 0.49 0.49 0.45 0.09 0.83 0.27 0.22 0.39 0.50 0.51 0.68 0.03 0.09 0.74]
  [0.93 0.51 1.00 0.02 0.56 0.51 0.82 0.54 0.83 0.53 0.73 0.44 0.63 0.15 0.95 0.88 0.40 0.56 0.48 0.27 0.94 0.07 0.94 0.81 0.69]
  [0.99 0.40 0.02 1.00 0.79 0.95 0.43 0.15 0.54 0.92 0.95 0.44 0.35 0.68 0.03 0.67 0.07 0.22 0.82 0.15 0.01 0.63 0.31 0.82 0.18]
  [0.58 0.35 0.56 0.79 1.00 0.42 0.51 0.50 0.01 0.71 0.31 0.57 0.61 0.60 0.89 0.67 0.47 0.01 0.92 0.87 0.19 0.40 0.85 0.57 0.17]
  [0.18 0.36 0.51 0.95 0.42 1.00 0.64 0.08 0.97 0.39 0.04 0.30 0.29 0.55 0.45 0.01 0.76 0.36 0.32 0.62 0.76 0.11 0.79 0.08 0.06]
  [0.51 0.84 0.82 0.43 0.51 0.64 1.00 0.81 0.34 0.99 0.46 0.58 0.16 0.72 0.60 0.27 0.08 0.21 0.07 0.20 0.04 0.73 0.22 0.50 0.15]
  [0.23 0.75 0.54 0.15 0.50 0.08 0.81 1.00 0.97 0.45 0.06 0.77 0.23 0.28 0.66 0.08 0.47 0.98 0.65 0.36 0.37 0.41 0.74 0.13 0.84]
  [0.07 0.31 0.83 0.54 0.01 0.97 0.34 0.97 1.00 0.48 0.37 0.17 0.47 0.39 0.50 0.81 0.45 0.19 0.61 0.46 0.60 0.70 0.37 0.23 0.77]
  [0.83 0.70 0.53 0.92 0.71 0.39 0.99 0.45 0.48 1.00 0.94 0.77 0.29 0.40 0.70 0.23 0.74 0.90 0.08 0.68 0.36 0.79 0.87 0.85 0.12]
  [0.96 0.63 0.73 0.95 0.31 0.04 0.46 0.06 0.37 0.94 1.00 0.68 0.61 0.38 0.38 0.01 0.21 0.91 0.17 0.15 0.24 0.45 0.53 0.45 0.32]
  [0.60 0.49 0.44 0.44 0.57 0.30 0.58 0.77 0.17 0.77 0.68 1.00 0.79 0.88 0.99 0.58 0.92 0.50 0.11 0.66 0.33 0.18 0.98 0.44 0.76]
  [0.66 0.49 0.63 0.35 0.61 0.29 0.16 0.23 0.47 0.29 0.61 0.79 1.00 0.91 0.41 0.11 0.27 0.01 0.35 0.71 0.72 0.02 0.93 0.70 0.51]
  [0.03 0.45 0.15 0.68 0.60 0.55 0.72 0.28 0.39 0.40 0.38 0.88 0.91 1.00 0.26 0.60 0.82 0.95 0.31 0.88 0.62 0.15 0.51 0.13 0.00]
  [0.24 0.09 0.95 0.03 0.89 0.45 0.60 0.66 0.50 0.70 0.38 0.99 0.41 0.26 1.00 0.58 0.54 0.75 0.84 0.60 0.52 0.39 0.49 0.95 0.97]
  [0.69 0.83 0.88 0.67 0.67 0.01 0.27 0.08 0.81 0.23 0.01 0.58 0.11 0.60 0.58 1.00 0.69 0.65 0.32 0.29 0.41 0.61 0.97 0.91 0.81]
  [0.61 0.27 0.40 0.07 0.47 0.76 0.08 0.47 0.45 0.74 0.21 0.92 0.27 0.82 0.54 0.69 1.00 0.53 0.88 0.99 0.24 0.29 0.15 0.47 0.94]
  [0.32 0.22 0.56 0.22 0.01 0.36 0.21 0.98 0.19 0.90 0.91 0.50 0.01 0.95 0.75 0.65 0.53 1.00 0.79 0.92 0.92 0.75 0.66 0.89 0.27]
  [0.89 0.39 0.48 0.82 0.92 0.32 0.07 0.65 0.61 0.08 0.17 0.11 0.35 0.31 0.84 0.32 0.88 0.79 1.00 0.60 0.23 0.20 0.40 0.88 0.25]
  [0.44 0.50 0.27 0.15 0.87 0.62 0.20 0.36 0.46 0.68 0.15 0.66 0.71 0.88 0.60 0.29 0.99 0.92 0.60 1.00 0.66 0.58 0.35 0.34 0.54]
  [0.29 0.51 0.94 0.01 0.19 0.76 0.04 0.37 0.60 0.36 0.24 0.33 0.72 0.62 0.52 0.41 0.24 0.92 0.23 0.66 1.00 0.90 0.04 0.90 0.14]
  [0.68 0.68 0.07 0.63 0.40 0.11 0.73 0.41 0.70 0.79 0.45 0.18 0.02 0.15 0.39 0.61 0.29 0.75 0.20 0.58 0.90 1.00 0.95 0.27 0.27]
  [0.02 0.03 0.94 0.31 0.85 0.79 0.22 0.74 0.37 0.87 0.53 0.98 0.93 0.51 0.49 0.97 0.15 0.66 0.40 0.35 0.04 0.95 1.00 0.62 0.68]
  [0.72 0.09 0.81 0.82 0.57 0.08 0.50 0.13 0.23 0.85 0.45 0.44 0.70 0.13 0.95 0.91 0.47 0.89 0.88 0.34 0.90 0.27 0.62 1.00 0.28]
  [0.24 0.74 0.69 0.18 0.17 0.06 0.15 0.84 0.77 0.12 0.32 0.76 0.51 0.00 0.97 0.81 0.94 0.27 0.25 0.54 0.14 0.27 0.68 0.28 1.00]
];
