D=6;
n=[1 2 3 1 3 1];
N=25;
d=[2 5 4 4 5 6 5 5 2 4 5 1 6 5 5 2 3 1 1 3 5 3 2 4 3];
m = [
  [1.00 0.06 0.97 0.32 0.92 0.32 0.08 0.72 0.57 0.54 0.35 0.71 0.53 0.10 0.12 0.14 0.27 0.30 0.10 0.28 0.06 0.17 0.26 0.34 0.92]
  [0.06 1.00 0.08 0.12 0.52 0.55 0.19 0.04 0.13 0.05 0.29 0.23 0.71 0.48 0.37 0.21 0.46 0.78 0.35 0.28 0.82 0.89 0.68 0.16 0.23]
  [0.97 0.08 1.00 0.37 0.12 0.98 0.49 0.50 0.74 0.34 0.15 0.34 0.39 0.85 0.48 0.82 0.21 0.14 0.99 0.72 0.43 0.38 0.83 0.10 0.18]
  [0.32 0.12 0.37 1.00 0.13 0.67 0.13 0.66 0.79 0.13 0.42 0.47 0.29 0.68 0.96 0.12 0.33 0.03 0.07 0.90 0.27 0.19 0.03 0.05 0.83]
  [0.92 0.52 0.12 0.13 1.00 0.38 0.58 0.13 0.81 0.98 0.02 0.38 0.46 0.31 0.95 0.40 0.38 0.88 0.86 0.45 0.13 0.75 0.35 0.83 0.35]
  [0.32 0.55 0.98 0.67 0.38 1.00 0.43 0.76 0.51 0.25 0.95 0.07 0.97 0.25 0.41 0.47 0.66 0.99 0.88 0.78 0.39 0.99 0.92 0.44 0.38]
  [0.08 0.19 0.49 0.13 0.58 0.43 1.00 0.66 0.05 0.82 0.79 0.45 0.65 0.28 0.59 0.27 0.21 0.68 0.26 0.35 0.30 1.00 0.19 0.78 0.37]
  [0.72 0.04 0.50 0.66 0.13 0.76 0.66 1.00 0.67 0.39 0.92 0.25 0.21 0.96 0.50 0.33 0.70 0.17 0.73 0.17 0.51 0.56 0.71 0.28 0.88]
  [0.57 0.13 0.74 0.79 0.81 0.51 0.05 0.67 1.00 0.74 0.74 0.22 0.97 0.59 0.88 0.08 0.40 0.05 0.07 0.04 0.72 0.34 0.28 0.73 0.03]
  [0.54 0.05 0.34 0.13 0.98 0.25 0.82 0.39 0.74 1.00 0.97 0.11 0.01 0.70 0.85 0.83 0.74 0.22 0.82 0.44 0.17 0.56 0.92 0.96 0.56]
  [0.35 0.29 0.15 0.42 0.02 0.95 0.79 0.92 0.74 0.97 1.00 0.91 0.28 0.16 0.57 0.44 0.60 0.13 0.86 0.22 0.40 0.21 0.40 0.45 0.98]
  [0.71 0.23 0.34 0.47 0.38 0.07 0.45 0.25 0.22 0.11 0.91 1.00 0.36 0.04 0.36 0.84 0.80 0.38 0.17 0.36 0.41 0.89 0.44 0.62 0.45]
  [0.53 0.71 0.39 0.29 0.46 0.97 0.65 0.21 0.97 0.01 0.28 0.36 1.00 0.22 0.40 0.37 0.65 0.82 0.10 0.49 0.57 0.98 0.34 0.82 0.82]
  [0.10 0.48 0.85 0.68 0.31 0.25 0.28 0.96 0.59 0.70 0.16 0.04 0.22 1.00 0.69 0.86 0.78 0.62 0.14 0.34 0.02 0.40 0.96 0.76 0.23]
  [0.12 0.37 0.48 0.96 0.95 0.41 0.59 0.50 0.88 0.85 0.57 0.36 0.40 0.69 1.00 0.50 0.43 0.56 0.95 0.61 0.30 0.83 0.88 0.56 0.05]
  [0.14 0.21 0.82 0.12 0.40 0.47 0.27 0.33 0.08 0.83 0.44 0.84 0.37 0.86 0.50 1.00 0.25 0.73 0.82 0.89 0.44 0.87 0.98 0.40 0.06]
  [0.27 0.46 0.21 0.33 0.38 0.66 0.21 0.70 0.40 0.74 0.60 0.80 0.65 0.78 0.43 0.25 1.00 0.74 0.15 0.47 0.82 0.42 0.49 0.99 0.93]
  [0.30 0.78 0.14 0.03 0.88 0.99 0.68 0.17 0.05 0.22 0.13 0.38 0.82 0.62 0.56 0.73 0.74 1.00 0.39 0.23 0.96 0.91 0.40 0.56 0.86]
  [0.10 0.35 0.99 0.07 0.86 0.88 0.26 0.73 0.07 0.82 0.86 0.17 0.10 0.14 0.95 0.82 0.15 0.39 1.00 0.83 0.91 0.25 0.63 0.34 0.72]
  [0.28 0.28 0.72 0.90 0.45 0.78 0.35 0.17 0.04 0.44 0.22 0.36 0.49 0.34 0.61 0.89 0.47 0.23 0.83 1.00 0.43 0.43 0.89 0.59 0.03]
  [0.06 0.82 0.43 0.27 0.13 0.39 0.30 0.51 0.72 0.17 0.40 0.41 0.57 0.02 0.30 0.44 0.82 0.96 0.91 0.43 1.00 0.69 0.06 0.79 0.66]
  [0.17 0.89 0.38 0.19 0.75 0.99 1.00 0.56 0.34 0.56 0.21 0.89 0.98 0.40 0.83 0.87 0.42 0.91 0.25 0.43 0.69 1.00 0.25 0.11 0.56]
  [0.26 0.68 0.83 0.03 0.35 0.92 0.19 0.71 0.28 0.92 0.40 0.44 0.34 0.96 0.88 0.98 0.49 0.40 0.63 0.89 0.06 0.25 1.00 0.73 0.28]
  [0.34 0.16 0.10 0.05 0.83 0.44 0.78 0.28 0.73 0.96 0.45 0.62 0.82 0.76 0.56 0.40 0.99 0.56 0.34 0.59 0.79 0.11 0.73 1.00 0.75]
  [0.92 0.23 0.18 0.83 0.35 0.38 0.37 0.88 0.03 0.56 0.98 0.45 0.82 0.23 0.05 0.06 0.93 0.86 0.72 0.03 0.66 0.56 0.28 0.75 1.00]
];
