D=3;
n=[5 1 4];
N=20;
d=[1 3 3 1 1 1 1 2 1 1 3 3 2 2 3 1 1 1 1 3];
m = [
  [1.00 0.27 0.42 0.77 0.05 0.51 0.97 0.73 0.64 0.26 0.42 0.12 0.91 0.65 0.89 0.96 0.20 0.60 0.57 0.32]
  [0.27 1.00 0.85 0.57 0.67 0.53 0.12 0.35 0.53 0.44 0.38 0.50 0.43 0.92 0.55 0.40 0.83 0.94 0.49 0.14]
  [0.42 0.85 1.00 0.39 0.81 0.02 0.43 0.80 0.36 0.71 0.95 0.53 0.10 0.86 0.20 0.99 0.30 0.96 0.08 0.31]
  [0.77 0.57 0.39 1.00 0.04 0.98 0.38 0.77 0.30 0.90 0.37 0.20 0.60 0.84 0.01 0.45 0.65 0.37 0.72 0.90]
  [0.05 0.67 0.81 0.04 1.00 0.59 0.59 0.68 0.98 0.31 0.37 0.75 0.05 0.22 0.55 0.97 0.21 0.29 0.93 0.28]
  [0.51 0.53 0.02 0.98 0.59 1.00 0.77 0.39 0.02 0.25 0.51 0.15 0.09 0.32 0.84 0.49 0.08 0.33 0.15 0.67]
  [0.97 0.12 0.43 0.38 0.59 0.77 1.00 0.82 0.25 0.58 0.50 0.77 0.03 0.57 0.48 0.57 0.45 0.51 0.87 0.09]
  [0.73 0.35 0.80 0.77 0.68 0.39 0.82 1.00 0.19 0.33 0.71 0.76 0.73 0.98 0.04 0.06 0.65 0.03 0.34 0.11]
  [0.64 0.53 0.36 0.30 0.98 0.02 0.25 0.19 1.00 0.06 0.33 0.96 0.11 0.82 0.19 0.77 0.98 0.29 0.27 0.63]
  [0.26 0.44 0.71 0.90 0.31 0.25 0.58 0.33 0.06 1.00 0.65 0.42 0.66 0.53 0.64 0.57 0.58 0.72 0.88 0.26]
  [0.42 0.38 0.95 0.37 0.37 0.51 0.50 0.71 0.33 0.65 1.00 0.84 0.16 0.36 0.94 0.46 0.71 0.31 0.38 0.12]
  [0.12 0.50 0.53 0.20 0.75 0.15 0.77 0.76 0.96 0.42 0.84 1.00 0.64 0.44 0.09 0.57 0.26 0.97 0.33 0.55]
  [0.91 0.43 0.10 0.60 0.05 0.09 0.03 0.73 0.11 0.66 0.16 0.64 1.00 0.81 0.95 0.87 0.47 0.05 0.00 0.94]
  [0.65 0.92 0.86 0.84 0.22 0.32 0.57 0.98 0.82 0.53 0.36 0.44 0.81 1.00 0.39 0.00 0.58 0.01 0.82 0.60]
  [0.89 0.55 0.20 0.01 0.55 0.84 0.48 0.04 0.19 0.64 0.94 0.09 0.95 0.39 1.00 0.46 0.40 0.77 0.01 0.98]
  [0.96 0.40 0.99 0.45 0.97 0.49 0.57 0.06 0.77 0.57 0.46 0.57 0.87 0.00 0.46 1.00 0.97 0.62 0.57 0.22]
  [0.20 0.83 0.30 0.65 0.21 0.08 0.45 0.65 0.98 0.58 0.71 0.26 0.47 0.58 0.40 0.97 1.00 0.03 0.90 0.17]
  [0.60 0.94 0.96 0.37 0.29 0.33 0.51 0.03 0.29 0.72 0.31 0.97 0.05 0.01 0.77 0.62 0.03 1.00 0.96 0.39]
  [0.57 0.49 0.08 0.72 0.93 0.15 0.87 0.34 0.27 0.88 0.38 0.33 0.00 0.82 0.01 0.57 0.90 0.96 1.00 0.22]
  [0.32 0.14 0.31 0.90 0.28 0.67 0.09 0.11 0.63 0.26 0.12 0.55 0.94 0.60 0.98 0.22 0.17 0.39 0.22 1.00]
];
