D=2;
n=[1 7];
N=20;
d=[2 2 2 2 1 1 2 1 2 2 2 2 1 2 2 2 2 2 1 1];
m = [
  [1.00 0.11 0.94 0.43 0.58 0.21 0.07 0.60 0.14 0.78 0.56 0.37 0.05 0.82 0.30 0.37 0.15 0.84 0.79 0.92]
  [0.11 1.00 0.91 0.60 0.03 0.72 0.87 0.59 0.74 0.59 0.26 0.33 0.59 0.69 0.24 0.37 0.37 0.03 0.77 0.45]
  [0.94 0.91 1.00 0.81 0.48 0.10 0.22 0.52 0.26 0.75 0.40 0.80 0.06 0.17 0.68 0.16 0.17 0.50 1.00 0.86]
  [0.43 0.60 0.81 1.00 0.48 0.50 0.06 0.65 0.34 0.77 0.99 0.74 0.22 0.88 0.18 0.89 0.06 0.44 0.21 0.69]
  [0.58 0.03 0.48 0.48 1.00 0.69 0.47 0.68 0.71 0.21 0.84 0.05 0.71 0.94 0.20 0.14 0.09 0.52 0.01 0.32]
  [0.21 0.72 0.10 0.50 0.69 1.00 0.90 0.46 0.94 0.49 0.09 0.61 0.79 0.82 0.70 0.40 0.27 0.36 0.20 0.35]
  [0.07 0.87 0.22 0.06 0.47 0.90 1.00 0.26 0.31 0.17 0.59 0.86 1.00 0.90 0.14 0.05 0.03 0.35 0.32 0.72]
  [0.60 0.59 0.52 0.65 0.68 0.46 0.26 1.00 0.34 0.72 0.88 0.55 0.98 0.07 0.30 0.26 0.45 0.07 0.34 0.17]
  [0.14 0.74 0.26 0.34 0.71 0.94 0.31 0.34 1.00 0.03 0.30 0.36 0.20 0.03 0.22 0.92 0.57 0.86 0.23 0.33]
  [0.78 0.59 0.75 0.77 0.21 0.49 0.17 0.72 0.03 1.00 0.15 0.85 0.31 0.98 0.12 0.30 0.23 0.19 0.90 0.37]
  [0.56 0.26 0.40 0.99 0.84 0.09 0.59 0.88 0.30 0.15 1.00 0.66 0.13 0.11 0.37 0.52 0.11 0.93 0.24 0.35]
  [0.37 0.33 0.80 0.74 0.05 0.61 0.86 0.55 0.36 0.85 0.66 1.00 0.93 0.73 0.56 0.63 0.88 0.19 0.90 0.30]
  [0.05 0.59 0.06 0.22 0.71 0.79 1.00 0.98 0.20 0.31 0.13 0.93 1.00 0.99 0.48 0.56 0.14 0.45 0.48 0.35]
  [0.82 0.69 0.17 0.88 0.94 0.82 0.90 0.07 0.03 0.98 0.11 0.73 0.99 1.00 0.05 0.72 0.80 0.64 0.06 0.11]
  [0.30 0.24 0.68 0.18 0.20 0.70 0.14 0.30 0.22 0.12 0.37 0.56 0.48 0.05 1.00 0.13 0.40 0.85 0.23 0.08]
  [0.37 0.37 0.16 0.89 0.14 0.40 0.05 0.26 0.92 0.30 0.52 0.63 0.56 0.72 0.13 1.00 0.73 0.29 0.15 0.88]
  [0.15 0.37 0.17 0.06 0.09 0.27 0.03 0.45 0.57 0.23 0.11 0.88 0.14 0.80 0.40 0.73 1.00 0.55 0.94 0.39]
  [0.84 0.03 0.50 0.44 0.52 0.36 0.35 0.07 0.86 0.19 0.93 0.19 0.45 0.64 0.85 0.29 0.55 1.00 0.59 0.10]
  [0.79 0.77 1.00 0.21 0.01 0.20 0.32 0.34 0.23 0.90 0.24 0.90 0.48 0.06 0.23 0.15 0.94 0.59 1.00 0.24]
  [0.92 0.45 0.86 0.69 0.32 0.35 0.72 0.17 0.33 0.37 0.35 0.30 0.35 0.11 0.08 0.88 0.39 0.10 0.24 1.00]
];
