D=4;
n=[4 3 2 1];
N=25;
d=[2 2 3 2 4 1 1 2 4 1 4 3 2 4 4 2 1 1 1 1 3 1 3 1 1];
m = [
  [1.00 0.10 0.72 0.28 0.70 0.53 0.28 0.00 0.90 0.53 0.18 0.26 0.86 0.60 0.23 0.55 0.98 0.12 0.09 0.16 0.84 0.89 0.19 0.22 0.85]
  [0.10 1.00 0.72 0.16 0.61 0.35 0.91 0.45 0.31 0.08 0.04 0.68 0.61 0.83 0.26 0.03 0.72 0.89 0.13 0.89 0.19 0.61 0.59 0.42 0.67]
  [0.72 0.72 1.00 0.24 0.15 0.80 0.45 1.00 0.41 0.49 0.56 0.71 0.82 0.92 0.58 0.96 0.79 0.14 0.09 0.70 0.16 0.69 0.91 0.60 0.79]
  [0.28 0.16 0.24 1.00 0.13 0.65 0.54 0.37 0.33 0.60 0.63 0.72 0.41 0.21 0.68 0.50 0.63 0.27 0.97 0.71 0.55 0.21 0.77 0.27 0.22]
  [0.70 0.61 0.15 0.13 1.00 0.73 0.93 0.82 0.60 0.19 0.31 0.86 0.64 0.10 0.35 0.80 0.64 0.65 0.78 0.11 0.97 0.01 0.22 0.97 0.32]
  [0.53 0.35 0.80 0.65 0.73 1.00 0.22 0.61 0.52 0.62 0.67 0.43 0.40 0.78 0.13 0.05 0.80 0.23 0.53 0.84 0.65 0.31 0.10 0.84 0.86]
  [0.28 0.91 0.45 0.54 0.93 0.22 1.00 0.53 0.79 0.83 0.68 0.73 0.89 0.00 0.05 0.86 0.34 0.12 0.27 0.06 0.26 0.83 0.02 0.71 0.09]
  [0.00 0.45 1.00 0.37 0.82 0.61 0.53 1.00 0.51 0.10 0.88 0.43 0.77 0.22 0.52 0.14 0.47 0.71 0.69 0.14 0.61 0.18 0.29 0.90 0.21]
  [0.90 0.31 0.41 0.33 0.60 0.52 0.79 0.51 1.00 0.44 0.64 0.15 0.64 0.65 0.64 0.80 0.09 0.17 0.84 0.86 0.19 0.89 0.05 0.07 0.78]
  [0.53 0.08 0.49 0.60 0.19 0.62 0.83 0.10 0.44 1.00 0.97 0.62 0.83 0.07 0.51 0.09 0.44 0.15 0.65 0.33 0.49 0.51 0.42 0.48 0.82]
  [0.18 0.04 0.56 0.63 0.31 0.67 0.68 0.88 0.64 0.97 1.00 0.40 0.44 0.72 0.07 0.72 0.73 0.15 0.93 0.55 0.33 0.99 0.74 0.08 0.81]
  [0.26 0.68 0.71 0.72 0.86 0.43 0.73 0.43 0.15 0.62 0.40 1.00 0.07 0.43 0.20 0.87 0.73 0.01 0.42 0.60 0.73 0.93 0.88 0.02 0.19]
  [0.86 0.61 0.82 0.41 0.64 0.40 0.89 0.77 0.64 0.83 0.44 0.07 1.00 0.39 0.09 0.72 0.52 0.71 0.79 0.56 0.68 0.49 0.04 0.33 0.16]
  [0.60 0.83 0.92 0.21 0.10 0.78 0.00 0.22 0.65 0.07 0.72 0.43 0.39 1.00 0.14 0.23 0.01 0.45 0.19 0.47 0.64 0.70 0.58 0.01 0.09]
  [0.23 0.26 0.58 0.68 0.35 0.13 0.05 0.52 0.64 0.51 0.07 0.20 0.09 0.14 1.00 0.43 0.35 0.93 0.21 0.45 0.72 0.58 0.61 0.34 0.56]
  [0.55 0.03 0.96 0.50 0.80 0.05 0.86 0.14 0.80 0.09 0.72 0.87 0.72 0.23 0.43 1.00 0.05 0.71 1.00 0.65 0.65 0.69 0.86 0.32 0.75]
  [0.98 0.72 0.79 0.63 0.64 0.80 0.34 0.47 0.09 0.44 0.73 0.73 0.52 0.01 0.35 0.05 1.00 0.04 0.73 0.79 0.84 0.85 0.88 0.23 0.87]
  [0.12 0.89 0.14 0.27 0.65 0.23 0.12 0.71 0.17 0.15 0.15 0.01 0.71 0.45 0.93 0.71 0.04 1.00 0.30 0.24 0.70 0.44 0.67 0.53 0.11]
  [0.09 0.13 0.09 0.97 0.78 0.53 0.27 0.69 0.84 0.65 0.93 0.42 0.79 0.19 0.21 1.00 0.73 0.30 1.00 0.52 0.65 0.06 0.38 0.30 0.77]
  [0.16 0.89 0.70 0.71 0.11 0.84 0.06 0.14 0.86 0.33 0.55 0.60 0.56 0.47 0.45 0.65 0.79 0.24 0.52 1.00 0.59 0.26 0.77 0.14 0.26]
  [0.84 0.19 0.16 0.55 0.97 0.65 0.26 0.61 0.19 0.49 0.33 0.73 0.68 0.64 0.72 0.65 0.84 0.70 0.65 0.59 1.00 0.26 0.82 0.76 0.01]
  [0.89 0.61 0.69 0.21 0.01 0.31 0.83 0.18 0.89 0.51 0.99 0.93 0.49 0.70 0.58 0.69 0.85 0.44 0.06 0.26 0.26 1.00 0.47 0.74 0.30]
  [0.19 0.59 0.91 0.77 0.22 0.10 0.02 0.29 0.05 0.42 0.74 0.88 0.04 0.58 0.61 0.86 0.88 0.67 0.38 0.77 0.82 0.47 1.00 0.55 0.84]
  [0.22 0.42 0.60 0.27 0.97 0.84 0.71 0.90 0.07 0.48 0.08 0.02 0.33 0.01 0.34 0.32 0.23 0.53 0.30 0.14 0.76 0.74 0.55 1.00 0.57]
  [0.85 0.67 0.79 0.22 0.32 0.86 0.09 0.21 0.78 0.82 0.81 0.19 0.16 0.09 0.56 0.75 0.87 0.11 0.77 0.26 0.01 0.30 0.84 0.57 1.00]
];
