D = 2;
n = [8 3];
N = 20;
d = [1 1 2 1 2 2 2 2 1 1 1 1 1 1 2 2 1 1 1 2];
m = [
  [1.00 0.61 0.35 0.40 0.10 0.50 0.54 0.68 0.62 0.33 0.36 0.98 0.34 0.24 0.48 0.26 0.95 0.62 0.30 0.30]
  [0.61 1.00 0.23 0.58 0.23 0.96 0.50 0.22 0.94 0.85 0.47 0.61 0.68 0.19 0.85 0.65 0.46 0.85 0.83 0.45]
  [0.35 0.23 1.00 0.84 0.64 0.35 0.73 0.87 0.42 0.87 0.99 0.62 0.59 0.47 0.81 0.61 0.46 0.74 0.71 0.30]
  [0.40 0.58 0.84 1.00 0.35 0.20 0.14 0.55 0.39 0.25 0.50 0.23 0.30 0.38 0.80 0.57 0.25 0.79 0.89 0.96]
  [0.10 0.23 0.64 0.35 1.00 0.49 0.71 0.90 0.23 0.37 0.45 0.58 0.44 0.64 0.10 0.13 0.18 0.01 0.95 0.95]
  [0.50 0.96 0.35 0.20 0.49 1.00 0.46 0.72 0.45 0.72 0.80 0.08 0.75 0.80 0.23 0.09 0.14 0.06 0.59 0.80]
  [0.54 0.50 0.73 0.14 0.71 0.46 1.00 0.12 0.06 0.68 0.32 0.64 0.16 0.39 0.90 0.77 0.69 0.44 0.56 0.41]
  [0.68 0.22 0.87 0.55 0.90 0.72 0.12 1.00 0.03 0.76 0.78 0.20 0.81 0.40 0.59 0.80 0.49 0.46 0.42 0.56]
  [0.62 0.94 0.42 0.39 0.23 0.45 0.06 0.03 1.00 0.44 0.11 0.44 0.19 0.75 0.40 0.79 0.26 0.09 0.80 0.56]
  [0.33 0.85 0.87 0.25 0.37 0.72 0.68 0.76 0.44 1.00 0.45 0.19 0.99 0.08 0.36 0.47 0.18 0.10 0.63 0.78]
  [0.36 0.47 0.99 0.50 0.45 0.80 0.32 0.78 0.11 0.45 1.00 0.01 0.50 0.33 0.89 0.60 0.65 0.32 0.03 0.17]
  [0.98 0.61 0.62 0.23 0.58 0.08 0.64 0.20 0.44 0.19 0.01 1.00 0.46 0.73 0.11 0.46 0.28 0.21 0.96 0.71]
  [0.34 0.68 0.59 0.30 0.44 0.75 0.16 0.81 0.19 0.99 0.50 0.46 1.00 0.84 0.88 0.48 0.50 0.04 0.25 0.17]
  [0.24 0.19 0.47 0.38 0.64 0.80 0.39 0.40 0.75 0.08 0.33 0.73 0.84 1.00 0.44 0.16 0.26 0.69 0.48 0.41]
  [0.48 0.85 0.81 0.80 0.10 0.23 0.90 0.59 0.40 0.36 0.89 0.11 0.88 0.44 1.00 0.28 0.50 0.25 0.04 0.38]
  [0.26 0.65 0.61 0.57 0.13 0.09 0.77 0.80 0.79 0.47 0.60 0.46 0.48 0.16 0.28 1.00 0.04 0.26 0.74 0.22]
  [0.95 0.46 0.46 0.25 0.18 0.14 0.69 0.49 0.26 0.18 0.65 0.28 0.50 0.26 0.50 0.04 1.00 0.93 0.54 0.05]
  [0.62 0.85 0.74 0.79 0.01 0.06 0.44 0.46 0.09 0.10 0.32 0.21 0.04 0.69 0.25 0.26 0.93 1.00 0.45 0.18]
  [0.30 0.83 0.71 0.89 0.95 0.59 0.56 0.42 0.80 0.63 0.03 0.96 0.25 0.48 0.04 0.74 0.54 0.45 1.00 0.11]
  [0.30 0.45 0.30 0.96 0.95 0.80 0.41 0.56 0.56 0.78 0.17 0.71 0.17 0.41 0.38 0.22 0.05 0.18 0.11 1.00]
];
