D = 2;
n = [9 2];
N = 20;
d = [1 1 1 2 2 1 2 1 1 2 1 1 2 2 2 1 1 1 1 1];
m = [
  [1.00 0.24 0.72 0.76 0.47 0.88 0.79 0.52 0.53 0.14 0.87 0.06 0.79 0.52 0.31 0.72 0.81 0.68 0.46 0.14]
  [0.24 1.00 0.28 0.97 0.36 0.07 0.70 0.05 0.94 0.30 0.41 0.21 0.50 0.31 0.31 0.37 0.81 0.25 0.89 0.04]
  [0.72 0.28 1.00 0.57 0.91 0.56 0.58 0.76 0.35 0.61 0.03 0.13 0.50 0.87 0.92 0.86 0.15 0.85 0.69 0.46]
  [0.76 0.97 0.57 1.00 0.38 0.91 0.63 0.22 0.45 0.72 0.17 0.82 0.37 0.00 0.13 0.03 0.95 0.79 0.80 0.38]
  [0.47 0.36 0.91 0.38 1.00 0.24 0.15 0.58 0.73 0.63 0.36 0.27 0.26 0.04 0.71 0.78 0.23 0.10 0.83 0.70]
  [0.88 0.07 0.56 0.91 0.24 1.00 0.28 0.62 0.69 0.13 0.33 0.61 0.05 0.29 0.08 0.74 0.34 0.60 0.92 0.02]
  [0.79 0.70 0.58 0.63 0.15 0.28 1.00 0.17 0.28 0.76 0.84 0.04 0.59 0.27 0.02 0.67 0.51 0.07 0.81 0.25]
  [0.52 0.05 0.76 0.22 0.58 0.62 0.17 1.00 0.25 0.23 0.90 0.32 0.02 0.71 0.79 0.49 0.20 0.35 0.96 0.74]
  [0.53 0.94 0.35 0.45 0.73 0.69 0.28 0.25 1.00 0.27 0.23 0.47 0.02 0.69 0.03 0.02 0.58 0.01 0.30 0.01]
  [0.14 0.30 0.61 0.72 0.63 0.13 0.76 0.23 0.27 1.00 0.57 0.63 0.21 0.54 0.63 0.70 0.77 0.76 0.54 0.07]
  [0.87 0.41 0.03 0.17 0.36 0.33 0.84 0.90 0.23 0.57 1.00 0.21 0.81 0.89 0.54 0.80 0.28 0.61 0.42 0.86]
  [0.06 0.21 0.13 0.82 0.27 0.61 0.04 0.32 0.47 0.63 0.21 1.00 0.10 0.86 0.13 0.03 0.40 0.31 0.70 0.39]
  [0.79 0.50 0.50 0.37 0.26 0.05 0.59 0.02 0.02 0.21 0.81 0.10 1.00 0.17 0.33 0.56 0.54 0.25 0.58 0.13]
  [0.52 0.31 0.87 0.00 0.04 0.29 0.27 0.71 0.69 0.54 0.89 0.86 0.17 1.00 0.37 0.49 0.94 0.42 0.23 0.17]
  [0.31 0.31 0.92 0.13 0.71 0.08 0.02 0.79 0.03 0.63 0.54 0.13 0.33 0.37 1.00 0.24 0.84 0.02 0.67 0.56]
  [0.72 0.37 0.86 0.03 0.78 0.74 0.67 0.49 0.02 0.70 0.80 0.03 0.56 0.49 0.24 1.00 0.11 0.03 0.98 0.06]
  [0.81 0.81 0.15 0.95 0.23 0.34 0.51 0.20 0.58 0.77 0.28 0.40 0.54 0.94 0.84 0.11 1.00 0.94 0.30 0.58]
  [0.68 0.25 0.85 0.79 0.10 0.60 0.07 0.35 0.01 0.76 0.61 0.31 0.25 0.42 0.02 0.03 0.94 1.00 0.75 0.38]
  [0.46 0.89 0.69 0.80 0.83 0.92 0.81 0.96 0.30 0.54 0.42 0.70 0.58 0.23 0.67 0.98 0.30 0.75 1.00 0.08]
  [0.14 0.04 0.46 0.38 0.70 0.02 0.25 0.74 0.01 0.07 0.86 0.39 0.13 0.17 0.56 0.06 0.58 0.38 0.08 1.00]
];
