D = 4;
n = [4 2 5 3];
N = 20;
d = [1 3 1 3 4 3 3 1 2 1 1 1 3 4 1 4 2 3 3 2];
m = [
  [1.00 0.33 0.29 0.48 0.51 0.64 0.07 0.48 0.28 0.60 0.45 0.14 0.77 0.58 0.12 0.36 0.85 0.58 0.21 0.46]
  [0.33 1.00 0.73 0.50 0.24 0.66 0.79 0.19 0.07 0.70 0.30 0.62 0.50 0.47 0.64 0.51 0.87 0.34 0.76 0.23]
  [0.29 0.73 1.00 0.85 0.40 0.16 0.33 0.66 0.12 0.60 0.92 0.38 0.26 0.93 0.39 0.93 0.23 0.83 0.99 0.77]
  [0.48 0.50 0.85 1.00 0.57 0.68 0.05 0.34 0.85 0.08 0.11 0.33 0.48 0.64 0.38 0.66 0.47 0.39 0.60 0.47]
  [0.51 0.24 0.40 0.57 1.00 0.52 0.65 0.97 0.69 0.10 0.88 0.66 0.53 0.83 0.83 0.33 0.68 0.98 0.58 0.19]
  [0.64 0.66 0.16 0.68 0.52 1.00 0.36 0.02 0.22 0.66 0.33 0.74 0.51 0.76 0.49 0.88 0.97 0.07 0.84 0.65]
  [0.07 0.79 0.33 0.05 0.65 0.36 1.00 0.08 0.21 0.20 0.56 0.15 0.02 0.16 0.48 0.07 0.96 0.35 0.38 0.35]
  [0.48 0.19 0.66 0.34 0.97 0.02 0.08 1.00 0.26 0.59 0.97 0.81 0.16 0.25 0.63 0.84 0.58 0.93 0.28 0.96]
  [0.28 0.07 0.12 0.85 0.69 0.22 0.21 0.26 1.00 0.13 0.78 0.50 0.48 0.14 0.00 0.13 0.21 0.96 0.13 0.38]
  [0.60 0.70 0.60 0.08 0.10 0.66 0.20 0.59 0.13 1.00 0.18 0.14 0.66 0.41 0.36 0.20 0.76 0.44 0.66 0.64]
  [0.45 0.30 0.92 0.11 0.88 0.33 0.56 0.97 0.78 0.18 1.00 0.46 0.78 0.50 0.45 0.80 0.42 0.13 0.19 0.71]
  [0.14 0.62 0.38 0.33 0.66 0.74 0.15 0.81 0.50 0.14 0.46 1.00 0.41 0.22 0.06 0.97 0.83 0.19 0.43 0.11]
  [0.77 0.50 0.26 0.48 0.53 0.51 0.02 0.16 0.48 0.66 0.78 0.41 1.00 0.77 0.99 0.80 0.51 0.27 0.12 0.46]
  [0.58 0.47 0.93 0.64 0.83 0.76 0.16 0.25 0.14 0.41 0.50 0.22 0.77 1.00 0.02 0.78 0.83 0.55 0.93 0.88]
  [0.12 0.64 0.39 0.38 0.83 0.49 0.48 0.63 0.00 0.36 0.45 0.06 0.99 0.02 1.00 0.65 0.41 0.84 0.36 0.15]
  [0.36 0.51 0.93 0.66 0.33 0.88 0.07 0.84 0.13 0.20 0.80 0.97 0.80 0.78 0.65 1.00 0.41 0.64 0.56 0.85]
  [0.85 0.87 0.23 0.47 0.68 0.97 0.96 0.58 0.21 0.76 0.42 0.83 0.51 0.83 0.41 0.41 1.00 0.12 0.55 0.45]
  [0.58 0.34 0.83 0.39 0.98 0.07 0.35 0.93 0.96 0.44 0.13 0.19 0.27 0.55 0.84 0.64 0.12 1.00 0.52 0.70]
  [0.21 0.76 0.99 0.60 0.58 0.84 0.38 0.28 0.13 0.66 0.19 0.43 0.12 0.93 0.36 0.56 0.55 0.52 1.00 0.23]
  [0.46 0.23 0.77 0.47 0.19 0.65 0.35 0.96 0.38 0.64 0.71 0.11 0.46 0.88 0.15 0.85 0.45 0.70 0.23 1.00]
];
