D = 2;
n = [5 1];
N = 20;
d = [2 2 1 1 1 1 1 1 2 1 1 1 2 1 1 2 2 1 1 1];
m = [
  [1.00 0.99 0.85 0.33 0.62 0.91 0.06 0.31 0.21 0.27 0.80 0.82 0.69 0.60 0.99 0.38 0.12 0.42 0.91 0.73]
  [0.99 1.00 0.38 0.22 0.06 0.83 0.53 0.65 0.95 0.73 0.52 0.51 0.69 0.26 0.77 0.41 0.98 0.32 0.01 0.10]
  [0.85 0.38 1.00 0.49 0.49 0.74 0.40 0.83 0.45 0.87 0.47 0.17 0.24 0.52 0.95 0.70 0.94 0.05 0.78 0.46]
  [0.33 0.22 0.49 1.00 0.40 0.78 0.86 0.58 0.68 0.53 0.35 0.47 0.84 0.96 0.61 0.84 0.84 0.47 0.53 0.92]
  [0.62 0.06 0.49 0.40 1.00 0.95 0.56 0.24 0.15 0.35 0.87 0.25 0.38 0.17 0.20 0.05 0.51 0.81 0.98 0.09]
  [0.91 0.83 0.74 0.78 0.95 1.00 0.90 0.75 0.16 0.70 0.16 0.16 0.98 0.44 0.46 0.02 0.22 0.13 0.80 0.52]
  [0.06 0.53 0.40 0.86 0.56 0.90 1.00 0.70 0.65 0.89 0.72 0.81 0.06 0.99 0.94 0.96 0.36 0.40 0.22 0.88]
  [0.31 0.65 0.83 0.58 0.24 0.75 0.70 1.00 0.50 0.92 0.85 0.85 0.46 1.00 0.49 0.61 0.60 0.84 0.47 0.39]
  [0.21 0.95 0.45 0.68 0.15 0.16 0.65 0.50 1.00 0.99 0.31 0.12 0.87 0.37 0.59 0.69 0.09 0.47 0.75 0.89]
  [0.27 0.73 0.87 0.53 0.35 0.70 0.89 0.92 0.99 1.00 0.77 0.89 0.12 0.98 0.89 0.08 0.41 0.31 0.85 0.42]
  [0.80 0.52 0.47 0.35 0.87 0.16 0.72 0.85 0.31 0.77 1.00 0.25 0.10 0.58 0.53 0.90 0.90 0.59 0.65 0.92]
  [0.82 0.51 0.17 0.47 0.25 0.16 0.81 0.85 0.12 0.89 0.25 1.00 0.59 0.02 0.18 0.61 0.37 0.60 0.54 0.47]
  [0.69 0.69 0.24 0.84 0.38 0.98 0.06 0.46 0.87 0.12 0.10 0.59 1.00 0.91 0.02 0.61 0.26 0.97 0.51 0.17]
  [0.60 0.26 0.52 0.96 0.17 0.44 0.99 1.00 0.37 0.98 0.58 0.02 0.91 1.00 0.35 0.71 0.97 0.69 0.74 0.84]
  [0.99 0.77 0.95 0.61 0.20 0.46 0.94 0.49 0.59 0.89 0.53 0.18 0.02 0.35 1.00 0.18 0.51 0.56 0.15 0.90]
  [0.38 0.41 0.70 0.84 0.05 0.02 0.96 0.61 0.69 0.08 0.90 0.61 0.61 0.71 0.18 1.00 0.72 0.06 0.32 0.76]
  [0.12 0.98 0.94 0.84 0.51 0.22 0.36 0.60 0.09 0.41 0.90 0.37 0.26 0.97 0.51 0.72 1.00 0.09 0.64 0.75]
  [0.42 0.32 0.05 0.47 0.81 0.13 0.40 0.84 0.47 0.31 0.59 0.60 0.97 0.69 0.56 0.06 0.09 1.00 0.42 0.42]
  [0.91 0.01 0.78 0.53 0.98 0.80 0.22 0.47 0.75 0.85 0.65 0.54 0.51 0.74 0.15 0.32 0.64 0.42 1.00 0.14]
  [0.73 0.10 0.46 0.92 0.09 0.52 0.88 0.39 0.89 0.42 0.92 0.47 0.17 0.84 0.90 0.76 0.75 0.42 0.14 1.00]
];
